-0.40499,-0.29252,9.41336
-0.41456,-0.28175,9.44088
-0.38405,-0.29910,9.44806
-0.34995,-0.28175,9.42473
-0.41994,-0.29252,9.39123
-0.38225,-0.26919,9.36670
-0.42652,-0.28175,9.38884
-0.38345,-0.28774,9.47199
-0.40738,-0.30508,9.41157
-0.40738,-0.28355,9.43969
-0.41994,-0.28594,9.39123
-0.40439,-0.27936,9.38286
-0.45882,-0.31047,9.44327
-0.36491,-0.25543,9.46660
-0.37926,-0.27278,9.40260
-0.49232,-0.24287,9.45464
-0.44865,-0.26740,9.35354
-0.31346,-0.45105,9.40678
-0.43609,-0.29133,9.49233
-0.40439,-0.26680,9.44746
-0.56052,-0.22552,9.50968
-0.40977,-0.15912,9.49412
-0.25842,-0.20638,9.40619
-0.49831,-0.13998,9.32962
-0.52283,-0.11366,9.63889
-0.91585,-0.15015,9.71007
-0.66520,0.06281,9.54676
-0.58684,0.12084,9.46720
-0.54616,0.41216,9.02513
-0.69153,0.41097,9.27638
-0.31107,0.49771,9.49651
-0.58744,0.62991,9.61017
-0.52343,0.73699,9.53480
-0.44925,0.53360,9.73400
-0.12622,0.59521,9.92184
-0.05803,0.58744,9.48216
-0.36132,0.32303,9.31346
-0.47737,0.48455,9.57667
-0.25484,0.12981,9.07418
-0.02453,0.04905,9.66042
-0.06401,-0.05145,9.21177
-0.30867,-0.09870,9.49771
-0.13878,-0.19980,9.53121
-0.16570,-0.18126,9.32483
-0.26919,-0.39601,9.46062
-0.25543,-0.23390,9.41336
-0.35414,-0.56052,9.13998
-0.21476,-0.43310,9.37089
-0.22552,-0.85005,9.29312
-0.62333,-0.79442,9.28176
-0.81057,-0.62154,9.38944
-0.53719,-0.73699,9.44387
-0.58564,-0.99541,9.21715
-1.03430,-0.68136,9.29731
-0.96311,-0.65743,9.78066
-0.48096,-0.74118,9.46541
-0.62453,-0.58684,9.39542
-0.46181,-0.82732,9.24706
-0.66162,-0.55932,9.22254
-0.33978,-0.52104,9.35713
-0.24945,-0.67059,9.48276
-0.65085,-0.12861,9.64487
-0.42293,-0.50070,9.19322
-0.29252,-0.30389,9.26381
-0.29551,-0.18485,9.28654
-0.46840,-0.34217,9.35594
-0.27996,-0.32303,9.85125
-0.13101,-0.37926,9.60359
-0.30748,-0.19083,9.53480
-0.27398,-0.27039,9.77588
0.17228,-0.36849,9.46242
-0.03529,-0.09153,9.37448
0.11904,-0.06999,9.36371
0.06640,0.22552,8.99761
-0.16211,-0.11306,9.19980
-0.15374,-0.08554,9.74896
-0.25603,-0.35234,9.42712
-0.87936,-0.55274,9.53899
-0.76451,-0.22851,9.54138
-0.29910,-0.55573,9.37448
-0.48694,-0.46840,8.91386
-0.29850,-0.40379,9.54138
-0.52343,-0.37567,9.38884
-0.36371,-0.53420,9.09033
-0.57547,-0.22134,9.51685
-0.49232,-0.37029,9.63111
-0.12084,-0.50967,9.36431
-0.23928,-0.29312,9.38286
-0.14417,-0.35055,9.18365
-0.28594,0.13101,9.30389
-0.41635,-0.19741,9.33560
-0.48754,-0.21835,9.41576
-0.35234,-0.25842,9.21835
-0.56590,-0.36670,9.63111
-0.19801,-0.54018,9.43969
-0.50788,-0.48933,9.13759
-0.20758,-0.14895,9.29432
-0.59163,-0.18245,9.58983
-0.28714,0.17228,9.25723
-0.87159,-0.15374,9.26501
-0.78305,-0.25424,9.69512
-0.24467,-0.19143,9.38405
-0.60718,-0.32004,9.40977
-0.38764,-0.39302,9.56591
-0.59880,-0.08315,9.22553
-0.87757,-0.30508,9.09931
-0.75613,-0.10648,9.35354
-0.28415,-0.25902,9.30868
-0.32602,-0.48694,9.35653
-0.06939,-0.73101,8.80918
-0.17288,-0.30508,9.76511
-0.23809,-0.47916,9.44866
-0.19920,-0.34217,9.63410
-0.14536,-0.26022,9.29492
-0.20219,-0.45882,9.65025
-0.16092,-0.37507,9.25783
-0.50608,-0.30927,9.04188
-0.04367,-0.60598,9.75434
-0.51206,-0.42173,9.41695
-0.55035,-0.44566,9.48216
-0.48694,-0.24526,9.63649
-0.00299,-0.68973,8.88634
-0.64128,-0.56351,9.26860
-0.81775,-0.31047,9.55334
-0.37268,-0.36550,9.50968
-0.27697,0.23569,8.66441
-1.05045,-0.18006,9.04906
-0.48215,-0.18903,9.26800
-0.40319,-0.22014,9.04666
-0.35593,-0.15374,9.48276
-0.29372,-0.12323,9.57608
-0.33679,-0.03709,10.05823
-0.85304,-0.21894,10.04447
-0.77348,-0.05623,9.55394
-0.86321,-0.37986,9.26142
-0.25962,0.00120,9.03530
0.00179,-0.04666,8.60100
-0.47797,-0.10708,8.98086
-0.30748,0.07717,9.46660
-0.54736,-0.18305,9.85005
-0.17587,-0.21894,10.21496
