0.000005,-0.82253,-0.47856,9.44746,,-0.35812,0.80486,0.02912,-0.26283,0.07007,-0.04554,12635,-12765,0.41048,-0.91181,-0.01045,0.90775,0.40751,0.09967,-0.08663,-0.05040,0.99497,1.14612,1.14612
0.000005,-0.81017,-0.47677,9.40300,,-0.35177,0.80803,0.02973,-0.05575,-0.09910,-0.05138,12635,-12765,0.40208,-0.91534,0.02196,0.91011,0.40217,0.09982,-0.10020,-0.02015,0.99476,1.14612,1.15479
0.021423,-0.79920,-0.47677,9.42712,,-0.34692,0.80598,0.03094,-0.30658,0.02632,-0.03679,12635,-12765,0.39630,-0.91753,0.03290,0.91212,0.39754,0.09995,-0.10479,-0.00960,0.99445,1.14612,1.16093
0.035507,-0.80907,-0.40558,9.38495,,-0.35364,0.81018,0.03094,-0.06158,0.02632,-0.10242,12635,-12765,0.39920,-0.91622,0.03444,0.91080,0.40059,0.09980,-0.10524,-0.00847,0.99441,1.14612,1.15772
0.059793,-0.82253,-0.46540,9.42952,,-0.35532,0.80794,0.02884,0.11342,0.00007,0.00696,12635,-12765,0.40186,-0.91512,0.03270,0.90973,0.40305,0.09972,-0.10443,-0.01032,0.99448,1.14612,1.15484
0.074214,-0.81954,-0.47617,9.47259,,-0.35532,0.80794,0.02884,-0.06158,0.16632,-0.04554,12635,-12765,0.40229,-0.91494,0.03244,0.90956,0.40346,0.09966,-0.10427,-0.01059,0.99449,1.14612,1.15437
0.089616,-0.82014,-0.47318,9.38764,,-0.35980,0.81186,0.03150,-0.03533,-0.13118,-0.13304,12635,-12765,0.40447,-0.91389,0.03474,0.90849,0.40587,0.09959,-0.10511,-0.00872,0.99442,1.14612,1.15193
0.104671,-0.81775,-0.46720,9.38944,,-0.35336,0.80906,0.02884,0.00842,-0.13118,-0.16804,12635,-12765,0.40075,-0.91560,0.03278,0.91021,0.40196,0.09976,-0.10451,-0.01015,0.99447,1.14612,1.15605
0.120438,-0.81296,-0.47856,9.47558,,-0.35336,0.80906,0.02884,0.04342,0.04382,-0.05429,12635,-12765,0.40016,-0.91587,0.03243,0.91048,0.40134,0.09977,-0.10439,-0.01040,0.99448,1.14612,1.15670
0.135935,-0.80937,-0.34756,9.38465,,-0.35700,0.80598,0.02968,-0.11408,0.18382,-0.04554,12635,-12765,0.40400,-0.91415,0.03329,0.90877,0.40525,0.09954,-0.10448,-0.00996,0.99448,1.14612,1.15248
0.152677,-0.79442,-0.47198,9.44447,,-0.36652,0.80962,0.03626,0.07842,-0.08743,-0.07179,12635,-12765,0.41074,-0.91091,0.03928,0.90550,0.41258,0.09924,-0.10660,-0.00519,0.99429,1.14612,1.14495
0.168866,-0.80997,-0.47557,9.40439,,-0.36652,0.80962,0.03626,0.00842,-0.00868,0.03321,12635,-12765,0.41188,-0.91035,0.04026,0.90494,0.41382,0.09918,-0.10695,-0.00442,0.99425,1.14612,1.14367
0.185665,-0.79980,-0.50429,9.46840,,-0.35504,0.81046,0.02688,-0.07908,-0.10493,-0.02804,12635,-12765,0.40290,-0.91469,0.03177,0.90933,0.40400,0.09954,-0.10389,-0.01122,0.99453,1.14612,1.15371
0.202294,-0.79023,-0.46780,9.43550,,-0.35504,0.81046,0.02688,-0.19283,0.04382,0.17321,12635,-12765,0.40144,-0.91538,0.03040,0.91003,0.40240,0.09956,-0.10337,-0.01230,0.99457,1.14612,1.15535
0.215120,-0.83330,-0.48514,9.47259,,-0.35140,0.80878,0.02870,-0.13158,0.07007,-0.02804,12635,-12765,0.39883,-0.91647,0.03197,0.91110,0.39997,0.09963,-0.10410,-0.01061,0.99451,1.14612,1.15818
0.226804,-0.80399,-0.50369,9.37209,,-0.35140,0.80878,0.02870,-0.05283,-0.06118,-0.09804,12635,-12765,0.39838,-0.91665,0.03221,0.91128,0.39955,0.09965,-0.10422,-0.01035,0.99450,1.14612,1.15867
0.238983,-0.80040,-0.46780,9.38794,,-0.36848,0.81158,0.03626,0.19217,0.03070,0.04196,12635,-12765,0.41067,-0.91095,0.03896,0.90556,0.41248,0.09912,-0.10636,-0.00542,0.99431,1.14612,1.14504
0.259951,-0.78844,-0.50309,9.39063,,-0.36848,0.81158,0.02632,0.06967,0.11382,-0.08929,12635,-12765,0.41282,-0.91029,0.03080,0.90498,0.41376,0.09905,-0.10291,-0.01302,0.99461,1.14612,1.14283
0.270668,-0.82762,-0.46481,9.37687,,-0.34468,0.80346,0.02632,0.01279,0.12257,0.02883,12635,-12765,0.39724,-0.91722,0.02999,0.91189,0.39818,0.09955,-0.10325,-0.01220,0.99458,1.14612,1.15996
0.290381,-0.80040,-0.48933,9.39063,,-0.35812,0.80542,0.02870,0.13092,0.13132,-0.09804,12635,-12765,0.40461,-0.91393,0.03186,0.90860,0.40571,0.09928,-0.10366,-0.01122,0.99455,1.14612,1.15185
0.301110,-0.83420,-0.47378,9.40828,,-0.35812,0.80542,0.02870,0.10467,-0.08743,-0.11117,12635,-12765,0.40581,-0.91339,0.03220,0.90804,0.40694,0.09927,-0.10378,-0.01105,0.99454,1.14612,1.15052
0.320719,-0.83300,-0.40768,9.43101,,-0.35308,0.81102,0.03416,-0.01346,-0.04805,-0.03679,12635,-12765,0.40004,-0.91574,0.03735,0.91034,0.40173,0.09949,-0.10611,-0.00580,0.99434,1.14612,1.15676
0.340216,-0.80997,-0.61017,9.37687,,-0.35532,0.81606,0.03374,-0.07033,0.17507,-0.12429,12635,-12765,0.39912,-0.91613,0.03747,0.91073,0.40084,0.09953,-0.10620,-0.00560,0.99433,1.14612,1.15776
0.350881,-0.81685,-0.48006,9.38435,,-0.35532,0.81606,0.03374,-0.03096,0.19257,-0.04117,12635,-12765,0.39897,-0.91619,0.03754,0.91079,0.40070,0.09947,-0.10618,-0.00550,0.99433,1.14612,1.15792
0.370581,-0.78485,-0.31825,9.38525,,-0.35504,0.81242,0.03696,0.02592,0.05257,-0.05429,12635,-12765,0.39992,-0.91564,0.04078,0.91024,0.40199,0.09936,-0.10737,-0.00262,0.99422,1.14612,1.15683
0.381024,-0.79890,-0.48814,9.44118,,-0.35714,0.81312,0.03220,0.10029,-0.00430,-0.01492,12635,-12765,0.40158,-0.91509,0.03669,0.90971,0.40320,0.09931,-0.10567,-0.00651,0.99438,1.14612,1.15509
0.400342,-0.83629,-0.49352,9.40858,,-0.35924,0.81382,0.02744,-0.02658,0.17507,-0.07179,12635,-12765,0.40331,-0.91452,0.03155,0.90919,0.40438,0.09926,-0.10353,-0.01135,0.99456,1.14612,1.15328
0.410938,-0.80219,-0.46750,9.35324,,-0.35994,0.81368,0.02912,0.07842,-0.07868,-0.10242,12635,-12765,0.40415,-0.91412,0.03229,0.90878,0.40529,0.09925,-0.10381,-0.01077,0.99454,1.14612,1.15235
0.430537,-0.82193,-0.47378,9.43071,,-0.36064,0.81354,0.03080,0.04342,0.05257,-0.04554,12635,-12765,0.40489,-0.91373,0.03398,0.90838,0.40621,0.09921,-0.10445,-0.00931,0.99449,1.14612,1.15150
0.441148,-0.81655,-0.45673,9.42952,,-0.36050,0.81186,0.03374,0.11342,0.09195,-0.04554,12635,-12765,0.40544,-0.91337,0.03703,0.90800,0.40708,0.09916,-0.10564,-0.00658,0.99438,1.14612,1.15084
0.460694,-0.82433,-0.50160,9.40439,,-0.35938,0.81340,0.03794,0.00842,-0.09180,-0.02804,12635,-12765,0.40407,-0.91379,0.04144,0.90839,0.40618,0.09923,-0.10751,-0.00245,0.99420,1.14612,1.15226
0.479843,-0.80638,-0.50728,9.44507,,-0.35840,0.81494,0.04214,-0.02658,-0.04368,0.06821,12635,-12765,0.40249,-0.91427,0.04603,0.90886,0.40511,0.09929,-0.10943,0.00187,0.99399,1.14612,1.15390
0.490239,-0.79232,-0.47378,9.38884,,-0.35644,0.81508,0.02674,0.05654,-0.07430,-0.06742,12635,-12765,0.40084,-0.91558,0.03240,0.91022,0.40201,0.09942,-0.10405,-0.01036,0.99452,1.14612,1.15597
