0.000005,-0.79143,-0.18185,9.37687,-0.38136,-0.20342,0.05957,-0.00381,-0.02196,-0.03847,13906,-14677,0.48328,0.48328,0.48328
0.021279,-0.80359,-0.18445,9.42274,,-0.38500,-0.20155,0.05798,0.01369,-0.10071,0.04028,13906,-14677,0.48328,0.48316,0.48324
0.036169,-0.79502,-0.20160,9.40858,,-0.39004,-0.20006,0.05481,-0.36256,-0.08321,0.11903,13906,-14677,0.48328,0.48251,0.48302
0.051171,-0.79202,-0.18185,9.46720,,-0.39592,-0.20566,0.05929,-0.11756,-0.04821,-0.22222,13906,-14677,0.48328,0.48222,0.48293
0.066500,-0.79143,-0.19322,9.42353,,-0.39116,-0.20314,0.05509,-0.03881,-0.06571,0.01403,13906,-14677,0.48328,0.48189,0.48282
0.081493,-0.79681,-0.17169,9.39482,,-0.39116,-0.20314,0.05509,-0.08256,-0.03946,0.07528,13906,-14677,0.48328,0.48156,0.48271
0.106625,-0.78395,-0.17617,9.42742,,-0.38360,-0.20370,0.05999,0.00494,-0.07009,0.12778,13906,-14677,0.48328,0.48163,0.48273
0.121322,-0.79681,-0.17647,9.38704,,-0.38724,-0.20566,0.05243,0.35494,-0.08321,0.02278,13906,-14677,0.48328,0.48177,0.48278
0.136313,-0.80758,-0.18784,9.39243,,-0.38724,-0.20566,0.05243,0.00494,-0.01321,0.20653,13906,-14677,0.48328,0.48186,0.48281
0.151172,-0.78903,-0.20758,9.42473,,-0.39928,-0.21014,0.05495,-0.10006,0.18804,0.16278,13906,-14677,0.48328,0.48177,0.48278
0.166320,-0.78844,-0.17228,9.23151,,-0.39928,-0.21014,0.05495,0.10994,-0.01321,0.18028,13906,-14677,0.48328,0.48169,0.48275
0.181331,-0.82851,-0.16989,9.37628,,-0.38892,-0.20902,0.06251,0.03119,-0.03946,-0.09972,13906,-14677,0.48328,0.48208,0.48288
0.193661,-0.78544,-0.15972,9.48515,,-0.38892,-0.20902,0.06349,0.17994,0.13554,0.11028,13906,-14677,0.48328,0.48240,0.48299
0.213911,-0.79472,-0.19322,9.41456,,-0.38696,-0.20482,0.06349,-0.01256,0.01304,0.08403,13906,-14677,0.48328,0.48241,0.48299
0.225106,-0.77827,-0.18425,9.40260,,-0.39788,-0.20622,0.05341,0.05744,0.02179,0.00528,13906,-14677,0.48328,0.48205,0.48287
0.245355,-0.78784,-0.17498,9.37538,,-0.39788,-0.20622,0.05075,-0.03444,-0.03509,0.06216,13906,-14677,0.48328,0.48168,0.48275
0.256665,-0.80339,-0.20100,9.36311,,-0.39004,-0.20146,0.04809,-0.10006,0.16179,0.22403,13906,-14677,0.48328,0.48125,0.48260
0.276959,-0.80130,-0.16869,9.43699,,-0.39452,-0.20370,0.05313,0.00494,0.07429,0.09716,13906,-14677,0.48328,0.48084,0.48247
0.288190,-0.80160,-0.18903,9.46361,,-0.39900,-0.20594,0.05817,0.23244,0.03929,0.07528,13906,-14677,0.48328,0.48045,0.48234
0.308375,-0.80219,-0.17827,9.43221,,-0.39508,-0.21182,0.05439,0.06181,0.03054,-0.00347,13906,-14677,0.48328,0.48085,0.48247
0.319570,-0.79083,-0.16989,9.56950,,-0.39508,-0.21182,0.05439,-0.01256,0.03929,0.05778,13906,-14677,0.48328,0.48121,0.48259
0.330917,-0.79083,-0.00957,9.40858,,-0.38808,-0.20230,0.06279,0.08369,0.19679,0.10153,13906,-14677,0.48328,0.48100,0.48252
0.351633,-0.80309,-0.18395,9.35833,,-0.38920,-0.20398,0.06517,-0.05631,0.04366,0.06653,13906,-14677,0.48328,0.48089,0.48249
0.362903,-0.80399,-0.18245,9.43011,,-0.39032,-0.20566,0.06755,-0.13506,0.05679,0.17153,13906,-14677,0.48328,0.48088,0.48248
0.383114,-0.78245,-0.18694,9.41307,,-0.39158,-0.20468,0.05355,-0.24444,-0.12259,0.02278,13906,-14677,0.48328,0.48075,0.48244
0.394346,-0.79322,-0.16092,9.42114,,-0.39284,-0.20370,0.05355,0.28494,0.10929,0.15403,13906,-14677,0.48328,0.48045,0.48234
0.414616,-0.81685,-0.17408,9.38764,,-0.39396,-0.20902,0.04473,0.06619,-0.02196,-0.00347,13906,-14677,0.48328,0.48065,0.48240
0.425925,-0.65085,-0.15015,9.38046,,-0.38948,-0.20426,0.05985,-0.14381,-0.17946,-0.02972,13906,-14677,0.48328,0.48061,0.48239
0.446138,-0.78096,-0.17378,9.42114,,-0.38948,-0.20426,0.05985,0.00931,0.09179,-0.07784,13906,-14677,0.48328,0.48059,0.48238
0.457436,-0.82612,-0.16271,9.40858,,-0.38136,-0.20454,0.05761,0.15369,-0.15321,-0.02097,13906,-14677,0.48328,0.48099,0.48252
0.477688,-0.79531,-0.17468,9.42264,,-0.38514,-0.20510,0.05810,0.16244,-0.16634,-0.00347,13906,-14677,0.48328,0.48122,0.48259
0.489000,-0.80219,-0.17587,9.43251,,-0.38892,-0.20566,0.05859,-0.14381,-0.08321,-0.00347,13906,-14677,0.48328,0.48131,0.48262
0.509121,-0.79202,-0.17617,9.43789,,-0.39144,-0.20622,0.06412,0.15369,0.06554,0.12341,13906,-14677,0.48328,0.48127,0.48261
0.520392,-0.80578,-0.17348,9.39243,,-0.39396,-0.20678,0.06965,0.05744,0.03054,0.04903,13906,-14677,0.48328,0.48120,0.48259
0.540545,-0.79741,-0.17318,9.41845,,-0.39060,-0.20874,0.05607,-0.00381,0.11366,0.08841,13906,-14677,0.48328,0.48147,0.48268
