0.000005,-0.79083,-0.14955,9.39661,-0.34538,0.05026,0.05320,-0.21489,0.11303,-0.12592,4904,-5143,6.13762,6.13762,-0.14557
0.021375,-0.79900,-0.16590,9.44746,,-0.34407,0.05325,0.05740,-0.09531,0.06637,0.09866,4904,-5143,6.13762,6.13742,6.13755
0.037740,-0.82134,-0.00837,9.39602,,-0.34706,0.05054,0.05488,-0.17114,0.01678,0.16283,4904,-5143,6.13762,6.13734,6.13753
0.056221,-0.77109,-0.29731,9.41755,,-0.34090,0.05726,0.04872,-0.06614,-0.01822,-0.00342,4904,-5143,6.13762,6.13629,6.13717
0.074494,-0.80399,-0.00479,9.42294,,-0.34090,0.05726,0.04872,-0.12739,-0.19322,0.10158,4904,-5143,6.13762,6.13527,6.13683
0.092299,-0.75733,-0.14297,9.44567,,-0.33866,0.05110,0.05572,-0.00489,-0.12322,0.02283,4904,-5143,6.13762,6.13508,6.13677
0.110298,-0.66820,-0.16092,9.37628,,-0.34174,0.04578,0.06594,0.03011,0.05178,-0.14342,4904,-5143,6.13762,6.13570,6.13698
0.128791,-0.65683,-0.01316,9.37867,,-0.34174,0.04578,0.06594,0.08261,0.06928,0.12783,4904,-5143,6.13762,6.13622,6.13715
0.143431,-0.79382,-0.17049,9.48934,,-0.34118,0.04830,0.06034,0.01261,0.12178,0.16283,4904,-5143,6.13762,6.13637,6.13720
0.154898,-0.71665,-0.14895,9.31705,,-0.34118,0.04830,0.06034,0.12636,0.20928,0.05783,4904,-5143,6.13762,6.13654,6.13726
0.166038,-0.82732,-0.17408,9.44567,,-0.34202,0.05026,0.06202,-0.10114,-0.00947,-0.01217,4904,-5143,6.13762,6.13646,6.13723
0.179276,-0.76032,-0.00299,9.50489,,-0.34202,0.05026,0.06202,0.22261,-0.13197,0.18033,4904,-5143,6.13762,6.13636,6.13720
0.192380,-0.74776,-0.15494,9.62991,,-0.35014,0.05418,0.06020,-0.01364,-0.19322,0.00533,4904,-5143,6.13762,6.13593,6.13706
0.213432,-0.84138,-0.15733,9.39871,,-0.34636,0.05292,0.06048,-0.05302,-0.00947,0.04033,4904,-5143,6.13762,6.13560,6.13695
0.225900,-0.75254,-0.15852,9.52583,,-0.34258,0.05166,0.06076,0.02136,-0.08822,0.04908,4904,-5143,6.13762,6.13538,6.13687
0.238813,-0.86142,-0.14058,9.38166,,-0.34482,0.05586,0.04998,0.13511,0.10428,0.11908,4904,-5143,6.13762,6.13467,6.13663
0.260869,-0.75912,-0.16929,9.40080,,-0.34524,0.05236,0.05124,0.00386,-0.03134,0.05783,4904,-5143,6.13762,6.13446,6.13657
0.273345,-0.71067,-0.15793,9.41935,,-0.34566,0.04886,0.05250,0.11761,0.14803,0.12783,4904,-5143,6.13762,6.13474,6.13666
0.286667,-0.91107,-0.15434,9.42832,,-0.35770,0.05026,0.05838,0.20511,0.04303,-0.00342,4904,-5143,6.13762,6.13505,6.13676
0.299772,-0.68195,-0.16510,9.40559,,-0.35770,0.05026,0.05838,0.20511,0.02553,0.06658,4904,-5143,6.13762,6.13534,6.13686
0.322806,-0.78993,-0.16271,9.42473,,-0.34482,0.04718,0.05782,-0.07927,-0.01822,0.23283,4904,-5143,6.13762,6.13570,6.13698
0.335258,-0.76989,-0.15194,9.38764,,-0.34482,0.04718,0.06020,0.33636,0.00803,-0.00342,4904,-5143,6.13762,6.13612,6.13712
0.348614,-0.64666,-0.14656,9.45285,,-0.33866,0.05390,0.06020,-0.00489,0.02553,0.11908,4904,-5143,6.13762,6.13547,6.13690
