0.000005,-0.53300,-0.09751,9.49352,3.04346,-0.06426,0.47446,-0.06351,0.17378,0.00483,1,1,0.99843,-0.00058,0.05605,0.00000,0.99995,0.01027,-0.05605,-0.01025,0.99838,0.00000,0.00000
0.019851,-0.53779,-0.08913,9.37089,3.04682,-0.07042,0.47964,-0.08976,0.10378,-0.03892,1,1,0.99843,-0.00059,0.05602,0.00001,0.99995,0.01024,-0.05602,-0.01022,0.99838,0.00000,0.00001
0.035486,-0.50668,-0.06281,9.39721,3.03562,-0.06258,0.49224,-0.02851,-0.15872,0.07483,1,1,0.99843,-0.00057,0.05605,-0.00001,0.99995,0.01021,-0.05605,-0.01020,0.99838,0.00000,6.28318
0.050947,-0.53480,-0.09990,9.40738,3.03562,-0.06818,0.48398,-0.04601,0.00753,0.17108,1,1,0.99843,-0.00052,0.05605,-0.00005,0.99995,0.01021,-0.05605,-0.01019,0.99838,0.00000,6.28313
0.066540,-0.50608,-0.12144,9.40858,3.04010,-0.06818,0.48398,-0.21226,0.04253,0.15358,1,1,0.99843,-0.00047,0.05603,-0.00010,0.99995,0.01017,-0.05603,-0.01016,0.99838,0.00000,6.28309
0.082298,-0.53360,-0.10229,9.44208,3.03898,-0.06790,0.47096,-0.08101,-0.04497,-0.01267,1,1,0.99843,-0.00048,0.05604,-0.00009,0.99995,0.01016,-0.05604,-0.01015,0.99838,0.00000,6.28309
0.097896,-0.52881,-0.09571,9.59223,3.03898,-0.06790,0.47096,-0.04601,0.02503,0.00483,1,1,0.99843,-0.00047,0.05603,-0.00009,0.99995,0.01015,-0.05603,-0.01014,0.99838,0.00000,6.28309
0.113529,-0.52104,-0.08076,9.37029,3.04738,-0.05698,0.47880,-0.10726,-0.07997,0.16233,1,1,0.99843,-0.00043,0.05605,-0.00014,0.99995,0.01011,-0.05605,-0.01011,0.99838,0.00000,6.28305
0.128972,-0.54676,-0.10528,9.43789,3.03842,-0.06930,0.47880,0.24274,0.03378,0.03983,1,1,0.99843,-0.00042,0.05605,-0.00015,0.99995,0.01018,-0.05605,-0.01017,0.99838,0.00000,6.28304
0.144574,-0.52343,-0.09212,9.47737,3.03842,-0.06930,0.47880,0.06774,0.07753,0.18858,1,1,0.99843,-0.00037,0.05602,-0.00020,0.99995,0.01019,-0.05602,-0.01018,0.99838,0.00000,6.28299
0.160239,-0.54377,-0.06042,9.44507,3.03814,-0.06650,0.48888,0.02399,0.04253,0.12733,1,1,0.99843,-0.00034,0.05602,-0.00023,0.99995,0.01017,-0.05602,-0.01017,0.99838,0.00000,6.28295
0.175841,-0.52283,-0.09272,9.44746,3.03814,-0.06650,0.48888,0.27774,0.06003,-0.27517,1,1,0.99843,-0.00042,0.05600,-0.00016,0.99995,0.01023,-0.05600,-0.01023,0.99838,0.00000,6.28303
0.191458,-0.54018,-0.10349,9.41875,3.03814,-0.05894,0.48230,-0.04601,0.16503,0.03983,1,1,0.99843,-0.00040,0.05596,-0.00017,0.99995,0.01022,-0.05596,-0.01022,0.99838,0.00000,6.28302
0.207030,-0.52702,-0.08136,9.45763,3.04178,-0.06538,0.48216,0.01524,0.21753,0.13608,1,1,0.99844,-0.00037,0.05590,-0.00020,0.99995,0.01022,-0.05590,-0.01021,0.99838,0.00000,6.28298
0.222645,-0.52104,-0.09392,9.41695,3.04178,-0.06538,0.48216,-0.06351,-0.11497,0.17983,1,1,0.99843,-0.00032,0.05593,-0.00025,0.99995,0.01020,-0.05593,-0.01020,0.99838,0.00000,6.28293
0.238443,-0.52762,-0.12203,9.40319,3.04094,-0.05698,0.48090,0.09399,0.12128,-0.00392,1,1,0.99844,-0.00032,0.05590,-0.00025,0.99995,0.01024,-0.05590,-0.01024,0.99838,0.00000,6.28293
0.254085,-0.52463,-0.10708,9.30210,3.04094,-0.05698,0.48090,0.07649,-0.01872,0.14483,1,1,0.99844,-0.00028,0.05590,-0.00029,0.99995,0.01026,-0.05590,-0.01027,0.99838,0.00000,6.28289
0.269684,-0.48873,-0.09511,9.41157,3.04766,-0.06986,0.47628,0.18149,0.18253,0.10108,1,1,0.99844,-0.00026,0.05583,-0.00032,0.99995,0.01031,-0.05583,-0.01031,0.99839,0.00000,6.28287
