0.000005,-0.22193,-0.94457,9.43969,,-0.36134,-0.00448,0.04718,-0.12018,-0.07527,0.07977,5255,-5289,0.99973,-0.00233,0.02327,0.00000,0.99503,0.09957,-0.02339,-0.09954,0.99476,0.00000,0.00000
0.000005,-0.20598,-0.94915,9.40898,,-0.35201,-0.00299,0.04065,-0.07351,-0.03443,-0.06606,5255,-5289,0.99830,-0.00506,0.05809,-0.00074,0.99504,0.09952,-0.05831,-0.09939,0.99334,0.00000,6.28244
0.021046,-0.22612,-0.91047,9.43669,,-0.35686,-0.00448,0.04466,-0.33893,-0.06652,-0.20023,5255,-5289,0.99450,-0.00955,0.10426,-0.00086,0.99505,0.09941,-0.10469,-0.09895,0.98957,0.00000,6.28232
0.037262,-0.22014,-0.93081,9.40977,,-0.35518,-0.00616,0.04928,0.08107,0.21348,0.17602,5255,-5289,0.98628,-0.01617,0.16430,-0.00027,0.99503,0.09953,-0.16509,-0.09821,0.98138,0.00000,6.28291
0.057364,-0.19083,-0.94098,9.40918,,-0.35882,-0.00336,0.02800,0.08107,-0.05777,-0.08648,5255,-5289,0.97442,-0.02246,0.22360,0.00007,0.99503,0.09962,-0.22473,-0.09705,0.96958,0.00000,0.00007
0.071840,-0.19681,-0.94816,9.36252,,-0.35882,-0.00336,0.02800,-0.03268,-0.17152,0.17602,5255,-5289,0.95476,-0.03006,0.29585,0.00042,0.99501,0.09974,-0.29738,-0.09510,0.95001,0.00000,0.00044
0.085557,-0.23031,-0.96790,9.43131,,-0.35602,-0.00448,0.04536,-0.04143,0.07348,-0.11273,5255,-5289,0.91878,-0.03984,0.39275,0.00049,0.99501,0.09978,-0.39477,-0.09148,0.91422,0.00000,0.00054
0.100272,-0.22493,-0.93559,9.38704,,-0.35602,-0.00448,0.04536,0.05482,0.03848,0.14102,5255,-5289,0.86175,-0.05110,0.50475,0.00054,0.99501,0.09981,-0.50733,-0.08574,0.85747,0.00000,0.00062
0.112938,-0.20548,-0.93200,9.40948,,-0.35798,-0.00392,0.04200,-0.01081,0.03411,0.07977,5255,-5289,0.77617,-0.06325,0.62735,0.00046,0.99501,0.09975,-0.63053,-0.07713,0.77233,0.00000,0.00060
0.133161,-0.22074,-0.93021,9.48694,,-0.35798,-0.00392,0.00616,0.08107,-0.11027,0.22852,5255,-5289,0.66730,-0.07700,0.74080,0.00207,0.99483,0.10154,-0.74479,-0.06623,0.66400,0.00000,0.00310
0.143969,-0.21386,-0.99033,9.44716,,-0.34846,-0.00112,0.03514,-0.01081,0.08223,0.12352,5255,-5289,0.51205,-0.08703,0.85453,0.00139,0.99494,0.10050,-0.85895,-0.05027,0.50958,0.00000,0.00272
0.163858,-0.20219,-1.00708,9.42443,,-0.34706,0.00056,0.04130,0.02419,-0.03152,0.06227,5255,-5289,0.31539,-0.09287,0.94441,0.00040,0.99521,0.09773,-0.94896,-0.03045,0.31391,0.00000,0.00126
0.183239,-0.19920,-0.96550,9.36491,,-0.34706,0.00056,0.04130,0.04607,-0.02277,0.09727,5255,-5289,0.08923,-0.09430,0.99154,0.00006,0.99551,0.09467,-0.99601,-0.00838,0.08884,0.00000,0.00071
0.193692,-0.20548,-0.94696,9.39332,,-0.35182,-0.00168,0.04158,0.01544,0.04723,0.18040,5255,-5289,-0.14899,-0.09206,0.98454,0.00020,0.99565,0.09313,-0.98884,0.01408,-0.14833,0.00000,3.14023
0.212903,-0.21296,-0.79322,9.39721,,-0.35182,-0.00308,0.03864,0.11607,-0.04027,0.09727,5255,-5289,-0.37114,-0.08610,0.92458,0.00038,0.99568,0.09288,-0.92858,0.03482,-0.36950,0.00000,3.14056
0.223203,-0.21117,-0.85424,9.42353,,-0.34594,-0.00308,0.03864,-0.06768,0.10848,0.05790,5255,-5289,-0.55408,-0.07682,0.82891,0.00055,0.99570,0.09264,-0.83246,0.05179,-0.55166,0.00000,3.14060
0.242435,-0.21745,-0.93858,9.39243,,-0.35294,0.00392,0.03374,-0.05456,0.01223,0.12352,5255,-5289,-0.69860,-0.06113,0.71290,0.00383,0.99601,0.08916,-0.71550,0.06502,-0.69558,0.00000,3.13611
0.261491,-0.23330,-0.81177,9.33380,,-0.35294,0.00392,0.03374,0.12482,0.01223,0.17602,5255,-5289,-0.80080,-0.04647,0.59712,0.00695,0.99620,0.08686,-0.59889,0.07371,-0.79743,0.00000,3.13291
0.271790,-0.21176,-0.92632,9.38884,,-0.35686,-0.00924,0.02072,-0.00206,0.16098,0.00102,5255,-5289,-0.87334,-0.04323,0.48519,0.00079,0.99593,0.09015,-0.48711,0.07912,-0.86975,0.00000,3.14069
0.291016,-0.23031,-0.97388,9.42353,,-0.35154,-0.00448,0.03094,-0.14643,0.21348,0.21977,5255,-5289,-0.91656,-0.03673,0.39822,-0.00056,0.99589,0.09057,-0.39991,0.08279,-0.91281,0.00000,3.14221
0.301339,-0.22911,-1.00140,9.40499,,-0.35154,-0.00448,0.03094,0.00232,0.01661,0.02290,5255,-5289,-0.94412,-0.03142,0.32809,-0.00160,0.99587,0.09077,-0.32959,0.08517,-0.94028,0.00000,3.14329
0.320569,-0.21476,-0.94307,9.40619,,-0.35798,0.00112,0.03486,0.02857,0.03848,0.11477,5255,-5289,-0.96145,-0.02309,0.27402,0.00166,0.99596,0.08974,-0.27499,0.08674,-0.95753,0.00000,3.13986
0.339722,-0.21835,-0.92363,9.37628,,-0.35798,-0.00476,0.03808,-0.12893,0.00348,0.04477,5255,-5289,-0.97189,-0.02088,0.23449,0.00031,0.99594,0.08997,-0.23542,0.08751,-0.96795,0.00000,3.14128
0.350302,-0.20279,-0.94008,9.41725,,-0.35210,-0.00476,0.03808,-0.01518,-0.02714,0.07102,5255,-5289,-0.97851,-0.01929,0.20528,-0.00073,0.99593,0.09008,-0.20619,0.08800,-0.97455,0.00000,3.14234
0.370272,-0.19681,-0.94337,9.38704,,-0.34958,-0.00196,0.02226,0.02857,0.12598,0.09727,5255,-5289,-0.98487,-0.01612,0.17252,-0.00055,0.99595,0.08995,-0.17327,0.08849,-0.98089,0.00000,3.14215
0.380756,-0.20877,-0.93739,9.39003,,-0.34958,-0.00196,0.02226,0.01982,0.09973,-0.00335,5255,-5289,-0.98898,-0.01368,0.14745,-0.00039,0.99596,0.08983,-0.14808,0.08878,-0.98498,0.00000,3.14198
0.399998,-0.21715,-0.95175,9.43969,,-0.35350,-0.00672,0.03080,-0.05018,-0.08402,0.00977,5255,-5289,-0.99089,-0.01518,0.13383,-0.00309,0.99593,0.09008,-0.13465,0.08885,-0.98690,0.00000,3.14471
0.410350,-0.22403,-0.93260,9.42294,,-0.35028,-0.00630,0.02716,-0.01956,0.14348,0.09290,5255,-5289,-0.99249,-0.01604,0.12131,-0.00507,0.99591,0.09023,-0.12226,0.08894,-0.98850,0.00000,3.14670
