14.114183,-0.72212,0.23002,-0.12047,2.80782,2.83322
14.129357,-0.73514,0.22120,-0.12173,2.82295,2.84931
14.144473,-0.73283,0.21301,-0.12614,2.83808,2.85872
14.159460,-0.73206,0.21028,-0.13657,2.85322,2.86188
14.174556,-0.75138,0.19180,-0.14581,2.86835,2.89167
14.192944,-0.74824,0.18351,-0.12963,2.88349,2.90108
14.208034,-0.74354,0.17108,-0.12327,2.90051,2.91544
14.223040,-0.74438,0.14490,-0.12215,2.91565,2.94934
14.238295,-0.74466,0.14308,-0.12337,2.93078,2.95176
14.253314,-0.74606,0.12796,-0.12705,2.94591,2.97173
14.268312,-0.74690,0.11662,-0.12719,2.96105,2.98670
14.286795,-0.74942,0.10528,-0.12733,2.97618,3.00202
14.301935,-0.75250,0.09044,-0.12453,2.99132,3.02198
14.317082,-0.75124,0.08645,-0.12534,3.00645,3.02702
14.332298,-0.74746,0.07448,-0.12775,3.02158,3.04228
14.347312,-0.75110,0.07028,-0.13248,3.03672,3.04829
14.362657,-0.75474,0.06608,-0.13405,3.05374,3.05426
14.377751,-0.75810,0.03892,-0.12551,3.06888,3.09030
14.396214,-0.75765,0.02962,-0.12870,3.08401,3.10251
14.411274,-0.75138,0.01568,-0.13349,3.09915,3.12073
14.426322,-0.74424,-0.00175,-0.12152,3.11428,3.14394
14.441487,-0.74186,-0.00756,-0.11753,3.13131,3.15178
14.456470,-0.74298,-0.02548,-0.12719,3.14644,3.17587
14.471635,-0.74270,-0.02926,-0.12733,3.16158,3.18097
14.490022,-0.74186,-0.04060,-0.12747,3.17671,3.19627
14.505165,-0.74879,-0.05768,-0.12411,3.18806,3.21847
14.520224,-0.75110,-0.06111,-0.12548,3.20319,3.22277
14.535565,-0.74158,-0.07140,-0.12957,3.21833,3.23758
14.550687,-0.74298,-0.08442,-0.12859,3.23535,3.25473
14.565881,-0.74438,-0.09744,-0.12761,3.25049,3.27175
14.580918,-0.73871,-0.10920,-0.11655,3.26373,3.28836
14.599365,-0.73548,-0.11592,-0.11512,3.27886,3.29792
14.614462,-0.73010,-0.12712,-0.10941,3.29589,3.31398
14.629648,-0.72646,-0.14119,-0.11057,3.31292,3.33355
14.644664,-0.72282,-0.14588,-0.11095,3.32994,3.34074
14.659908,-0.71806,-0.17696,-0.13125,3.34508,3.38322
14.675054,-0.71631,-0.18158,-0.12709,3.36021,3.38986
14.690244,-0.71106,-0.19544,-0.11459,3.37724,3.40983
14.708774,-0.70736,-0.20972,-0.11224,3.39237,3.42982
14.723807,-0.70490,-0.21924,-0.11525,3.40750,3.44313
14.738973,-0.69594,-0.23184,-0.12607,3.42264,3.46316
14.754063,-0.69454,-0.24528,-0.11914,3.43777,3.48108
14.769216,-0.69034,-0.24976,-0.11221,3.45291,3.48873
14.784303,-0.68341,-0.26005,-0.10434,3.46804,3.50519
14.799338,-0.68110,-0.26348,-0.10171,3.48318,3.51071
14.817832,-0.67522,-0.28448,-0.10829,3.49831,3.54034
14.832991,-0.67550,-0.29190,-0.10885,3.51344,3.54948
14.848146,-0.67578,-0.29932,-0.10941,3.52858,3.55855
14.863204,-0.66465,-0.32340,-0.10913,3.54182,3.59444
14.878238,-0.66094,-0.31997,-0.10969,3.55506,3.59245
14.893311,-0.64834,-0.32144,-0.11137,3.57209,3.60187
14.908461,-0.64428,-0.33376,-0.10479,3.58722,3.61956
14.927069,-0.63210,-0.34608,-0.09821,3.60236,3.64252
14.942131,-0.62930,-0.35840,-0.09779,3.61938,3.65930
14.957272,-0.62482,-0.36295,-0.09881,3.63452,3.66784
14.972502,-0.61138,-0.37660,-0.10185,3.65154,3.69368
14.987583,-0.60690,-0.39704,-0.09702,3.66668,3.72092
15.002714,-0.60242,-0.39956,-0.09541,3.68181,3.72723
15.021102,-0.59772,-0.41356,-0.08365,3.69695,3.74686
15.036241,-0.59437,-0.42238,-0.08792,3.71208,3.75942
15.051297,-0.58786,-0.43120,-0.09219,3.72721,3.77446
15.066364,-0.57484,-0.44590,-0.09450,3.74235,3.80134
15.081436,-0.57050,-0.45080,-0.09527,3.75748,3.81032
15.096452,-0.56154,-0.45948,-0.07665,3.77262,3.82736
15.111537,-0.55986,-0.46298,-0.07808,3.78775,3.83256
15.130227,-0.55482,-0.47348,-0.08239,3.80478,3.84805
15.145298,-0.54852,-0.48944,-0.07847,3.81991,3.87013
15.160533,-0.54642,-0.49119,-0.07837,3.83504,3.87381
15.175699,-0.53410,-0.49644,-0.07805,3.85018,3.89046
15.190920,-0.52402,-0.50316,-0.07644,3.86531,3.90669
15.205922,-0.51394,-0.50988,-0.07483,3.88045,3.92303
15.220933,-0.50659,-0.52563,-0.07931,3.89369,3.94543
15.239291,-0.50140,-0.53390,-0.07752,3.91071,3.95838
15.254308,-0.49042,-0.54600,-0.07035,3.92585,3.98057
15.270015,-0.48370,-0.54768,-0.07046,3.94287,3.98894
15.285087,-0.47698,-0.54824,-0.07049,3.95801,3.99639
15.300161,-0.45346,-0.57092,-0.05985,3.97314,4.04116
15.315143,-0.45080,-0.57267,-0.05876,3.99017,4.04551
15.330199,-0.44282,-0.57792,-0.05551,4.00530,4.05858
15.348716,-0.43492,-0.58733,-0.05467,4.02044,4.07499
15.363868,-0.42966,-0.59360,-0.05267,4.03746,4.08585
15.379102,-0.40390,-0.59836,-0.04837,4.05260,4.11863
15.394253,-0.40201,-0.60123,-0.04690,4.06584,4.12302
15.409469,-0.39634,-0.60984,-0.04543,4.08097,4.13608
15.424595,-0.38584,-0.61341,-0.03997,4.09611,4.15091
15.439660,-0.38234,-0.61460,-0.03815,4.11124,4.15588
15.458051,-0.37254,-0.62720,-0.02891,4.12638,4.17641
15.473211,-0.36694,-0.63098,-0.02814,4.14151,4.18565
15.488252,-0.36134,-0.63476,-0.02737,4.15664,4.19488
15.503387,-0.34160,-0.63980,-0.02583,4.17178,4.22198
15.518396,-0.33502,-0.64617,-0.02572,4.18691,4.23407
15.533499,-0.32298,-0.66024,-0.02541,4.20394,4.25743
15.551942,-0.31312,-0.66562,-0.01676,4.21907,4.27268
15.566959,-0.29834,-0.66920,-0.01099,4.23610,4.29302
15.582031,-0.27930,-0.66780,-0.01701,4.25123,4.31626
15.597203,-0.27741,-0.67235,-0.01466,4.26637,4.32107
15.612304,-0.27174,-0.68600,-0.00763,4.28339,4.33523
15.627540,-0.26082,-0.68978,-0.00459,4.29663,4.35089
15.642601,-0.24990,-0.69356,-0.00357,4.31177,4.36655
15.661154,-0.23803,-0.70868,-0.00805,4.32690,4.38835
15.676308,-0.23296,-0.71162,-0.00686,4.34204,4.39602
15.691615,-0.22666,-0.71456,-0.00567,4.35906,4.40523
15.706767,-0.20839,-0.71435,0.00368,4.37420,4.42855
15.721936,-0.20230,-0.71428,0.00886,4.38933,4.43639
15.736953,-0.19138,-0.71176,0.01505,4.40447,4.44972
15.752132,-0.18746,-0.71589,0.01610,4.41960,4.45628
15.770475,-0.17570,-0.72828,0.01715,4.43663,4.47566
15.785626,-0.16331,-0.73500,0.00665,4.45176,4.49375
15.800727,-0.15022,-0.73409,0.01201,4.46689,4.51054
15.815821,-0.12978,-0.73136,0.02807,4.48392,4.53677
15.830887,-0.12474,-0.73528,0.02604,4.49905,4.54434
15.845886,-0.11970,-0.73920,0.02401,4.51419,4.55185
15.864232,-0.11029,-0.74480,0.02950,4.52743,4.56537
15.879233,-0.10332,-0.74788,0.02993,4.54256,4.57511
15.894352,-0.08946,-0.75292,0.02709,4.55770,4.59413
15.909427,-0.07728,-0.75530,0.03570,4.57472,4.61043
15.924420,-0.06510,-0.75768,0.03857,4.58986,4.62668
15.939458,-0.04396,-0.75208,0.04921,4.60499,4.65400
15.957795,-0.04477,-0.75555,0.04596,4.62202,4.65320
15.973014,-0.02842,-0.76076,0.04109,4.63715,4.67505
15.988182,-0.01015,-0.76496,0.04351,4.65418,4.69912
16.003214,-0.00406,-0.76636,0.04431,4.66931,4.70709
16.018203,0.00490,-0.76552,0.04879,4.68634,4.71879
16.033736,0.01106,-0.76615,0.05145,4.70147,4.72682
16.048791,0.02954,-0.76804,0.05411,4.71661,4.75083
16.067118,0.03794,-0.76894,0.05769,4.73174,4.76169
16.082285,0.05250,-0.76811,0.05982,4.74688,4.78063
16.097393,0.05866,-0.76496,0.06349,4.76201,4.78892
16.112509,0.07028,-0.76944,0.06398,4.77904,4.80348
16.127602,0.08190,-0.77392,0.06447,4.79228,4.81782
16.142776,0.08211,-0.77329,0.06972,4.80741,4.81818
16.157834,0.08218,-0.76412,0.06902,4.82065,4.81953
16.176599,0.10598,-0.76860,0.06167,4.83579,4.84941
16.191765,0.12012,-0.76881,0.07532,4.85281,4.86738
16.206756,0.13426,-0.76888,0.07987,4.86795,4.88526
16.221913,0.13734,-0.77224,0.08141,4.88308,4.88839
16.237053,0.14406,-0.77161,0.08057,4.89822,4.89696
16.252106,0.16422,-0.76972,0.07805,4.91524,4.92259
16.270426,0.17984,-0.76502,0.08763,4.92848,4.94328
16.285567,0.19026,-0.76188,0.09160,4.94362,4.95711
16.300653,0.19642,-0.75684,0.08435,4.96064,4.96631
16.315644,0.20174,-0.75796,0.08645,4.97578,4.97252
16.330701,0.21770,-0.76132,0.08855,4.99091,4.99091
16.345711,0.22218,-0.75544,0.08372,5.00416,4.99843
16.360819,0.22666,-0.75348,0.08211,5.01929,5.00460
16.379368,0.24598,-0.74704,0.10073,5.03442,5.03048
16.394401,0.25466,-0.75012,0.10003,5.05145,5.03967
16.409419,0.26334,-0.75320,0.09933,5.06469,5.04873
16.424556,0.27237,-0.74501,0.10367,5.07983,5.06289
16.439627,0.27538,-0.74228,0.10332,5.09496,5.06764
16.454638,0.28406,-0.73808,0.10227,5.11009,5.07978
16.473022,0.29582,-0.73942,0.10143,5.12523,5.09295
16.488183,0.31346,-0.74144,0.10087,5.14036,5.11237
16.503191,0.32144,-0.73808,0.11067,5.15550,5.12313
16.518347,0.32711,-0.73668,0.11302,5.17252,5.13027
16.533443,0.33614,-0.73248,0.12005,5.18576,5.14263
16.548615,0.35028,-0.72674,0.11774,5.20090,5.16152
16.566951,0.36442,-0.72100,0.11641,5.21792,5.18038
16.582139,0.37142,-0.71400,0.12033,5.23306,5.19206
16.597210,0.37562,-0.71169,0.12425,5.24819,5.19802
16.612412,0.38822,-0.70476,0.12817,5.26522,5.21589
16.627522,0.39606,-0.70245,0.12733,5.28035,5.22579
16.642637,0.40390,-0.70168,0.12705,5.29549,5.23469
16.657682,0.41930,-0.68880,0.13601,5.31251,5.25921
16.676001,0.42893,-0.68634,0.13954,5.32765,5.27096
16.690999,0.44338,-0.68264,0.14483,5.34278,5.28842
16.706046,0.44716,-0.67823,0.14161,5.35981,5.29528
16.721073,0.44842,-0.67676,0.14182,5.37494,5.29757
16.736186,0.46522,-0.66584,0.14245,5.39008,5.32224
16.751266,0.47117,-0.65429,0.14448,5.40710,5.33649
16.769717,0.48902,-0.65548,0.14651,5.42224,5.35336
16.784864,0.49343,-0.63812,0.14945,5.43737,5.37061
16.799978,0.50050,-0.63777,0.15145,5.45440,5.37777
16.815013,0.51730,-0.63672,0.15743,5.46953,5.39467
16.830168,0.52276,-0.62958,0.14042,5.48466,5.40535
16.845157,0.52822,-0.62244,0.14133,5.49980,5.41609
16.863561,0.53584,-0.61281,0.16149,5.51682,5.43088
16.878696,0.53963,-0.60914,0.15414,5.53196,5.43735
16.893699,0.54530,-0.60536,0.14679,5.54709,5.44564
16.908713,0.55454,-0.59612,0.14742,5.56033,5.46167
16.923779,0.56378,-0.59304,0.14763,5.57547,5.47250
16.938839,0.57918,-0.57456,0.15141,5.59249,5.50179
16.957210,0.58019,-0.57198,0.15119,5.60763,5.50491
16.972280,0.58422,-0.56812,0.15085,5.62276,5.51176
16.987288,0.59724,-0.55405,0.13958,5.63790,5.53528
17.002492,0.60158,-0.54936,0.14956,5.65303,5.54313
17.017608,0.61278,-0.53872,0.15491,5.67006,5.56201
17.032615,0.61495,-0.53466,0.15589,5.68519,5.56751
17.047927,0.62146,-0.52248,0.15687,5.70222,5.58410
17.066380,0.63921,-0.51061,0.16897,5.71924,5.60917
17.081623,0.64120,-0.50302,0.16853,5.73627,5.61797
17.096641,0.64750,-0.48916,0.15813,5.75140,5.63620
17.111722,0.65184,-0.48258,0.15729,5.76843,5.64590
17.126713,0.65618,-0.47600,0.15645,5.78356,5.65561
17.141822,0.66584,-0.46571,0.17059,5.80059,5.67284
17.160215,0.66906,-0.45954,0.16325,5.81761,5.68135
17.175385,0.66906,-0.44856,0.15225,5.83275,5.69258
17.190378,0.67508,-0.43218,0.16464,5.84788,5.71374
17.205513,0.68110,-0.42672,0.16877,5.86302,5.72350
17.220659,0.68866,-0.40824,0.16163,5.87815,5.74807
17.235665,0.69426,-0.40418,0.16349,5.89329,5.75598
17.254081,0.71106,-0.39200,0.16905,5.90842,5.77935
17.269250,0.70539,-0.38423,0.16517,5.92355,5.78442
17.284288,0.70350,-0.38164,0.16723,5.93869,5.78613
17.299849,0.71666,-0.36372,0.17731,5.95571,5.81354
17.314780,0.71820,-0.36127,0.17528,5.96896,5.81712
17.329912,0.72282,-0.35392,0.17325,5.98409,5.82786
17.346812,0.72345,-0.33124,0.16947,5.99922,5.85381
17.360275,0.72366,-0.32368,0.16947,6.01436,5.86259
17.377391,0.73234,-0.31276,0.17185,6.02949,5.87956
17.394440,0.73052,-0.30688,0.16933,6.04463,5.88549
17.408181,0.72870,-0.30100,0.16849,6.05787,5.89147
17.425128,0.73563,-0.27804,0.16583,6.07300,5.92182
17.438611,0.73794,-0.27319,0.16863,6.08814,5.92863
17.455645,0.74606,-0.26348,0.17423,6.10516,5.94370
17.472393,0.75208,-0.24773,0.17035,6.12030,5.96499
17.485980,0.75810,-0.24248,0.16905,6.13543,5.97362
17.502720,0.74158,-0.22288,0.17549,6.15057,5.99123
17.516374,0.74569,-0.21607,0.17386,6.16759,6.00115
17.534504,0.75390,-0.20244,0.17059,6.18273,6.02085
17.550331,0.75054,-0.18858,0.16986,6.19786,6.03702
17.566193,0.74942,-0.18396,0.16916,6.21489,6.04247
17.579180,0.75278,-0.16912,0.16779,6.23191,6.06219
17.595211,0.75306,-0.16086,0.16489,6.24705,6.07274
17.611114,0.75390,-0.13608,0.15617,6.26407,6.10461
17.626820,0.75285,-0.12369,0.16058,6.27921,6.12034
17.642719,0.75250,-0.11956,0.16132,0.01115,6.12562
17.658353,0.74942,-0.10136,0.15911,0.02818,6.14875
17.674223,0.75194,-0.09254,0.16646,0.04331,6.16073
17.690155,0.75950,-0.08372,0.17381,0.06034,6.17340
17.706164,0.75383,-0.05229,0.16723,0.07547,6.21393
17.721870,0.75089,-0.05138,0.16807,0.09061,6.21487
17.737638,0.74774,-0.04424,0.17059,0.10953,6.22409
17.753352,0.75390,-0.03248,0.17048,0.12466,6.24013
17.769437,0.76006,-0.02072,0.17045,0.13979,6.25593
17.785067,0.75446,0.00028,0.15435,0.15682,0.00037
17.797630,0.75446,0.00691,0.15594,0.17195,0.00915
17.813664,0.74886,0.02016,0.15911,0.18709,0.02691
17.829691,0.74900,0.03234,0.17150,0.20411,0.04315
17.845390,0.74914,0.04452,0.17563,0.21925,0.05936
17.861140,0.74718,0.06020,0.15701,0.23627,0.08040
17.876974,0.74564,0.06678,0.15866,0.25141,0.08932
17.892251,0.74102,0.08652,0.16359,0.26843,0.11623
17.907227,0.73892,0.09849,0.16212,0.28357,0.13251
17.925591,0.74399,0.10623,0.15992,0.29870,0.14183
17.940614,0.74074,0.12124,0.15309,0.31573,0.16224
17.955603,0.72688,0.13076,0.15680,0.33086,0.17799
17.970755,0.72114,0.14028,0.16051,0.34411,0.19213
17.985909,0.71589,0.15204,0.13937,0.35924,0.20927
18.000960,0.71414,0.15596,0.14588,0.37437,0.21501
18.019291,0.70630,0.18508,0.15071,0.39140,0.25628
18.034370,0.69832,0.19068,0.14861,0.40653,0.26656
18.049325,0.69034,0.19628,0.14791,0.42167,0.27701
18.064321,0.69496,0.22064,0.15435,0.43680,0.30742
18.079416,0.69650,0.22498,0.15218,0.45194,0.31244
18.094376,0.68362,0.23800,0.14567,0.46707,0.33502
18.112750,0.68149,0.24825,0.14525,0.48410,0.34933
18.127793,0.67830,0.25508,0.14497,0.49923,0.35970
18.142786,0.66542,0.27552,0.15197,0.51436,0.39256
18.157765,0.66332,0.27972,0.15236,0.52950,0.39907
18.172958,0.65702,0.29232,0.15351,0.54652,0.41862
18.188009,0.65044,0.30156,0.13682,0.56166,0.43413
18.206514,0.64386,0.31080,0.13341,0.57868,0.44972
18.221540,0.63378,0.32564,0.14203,0.59382,0.47463
18.236503,0.63119,0.33817,0.14189,0.60895,0.49185
18.251560,0.62342,0.33992,0.14175,0.62219,0.49919
18.266560,0.61698,0.35504,0.13429,0.63733,0.52217
18.281631,0.61054,0.36008,0.13181,0.65435,0.53287
18.300126,0.60774,0.37828,0.13951,0.66949,0.55675
18.315146,0.59794,0.38654,0.14182,0.68462,0.57388
18.330641,0.58814,0.39480,0.14413,0.70165,0.59118
18.346738,0.58184,0.41272,0.12971,0.71678,0.61696
18.362546,0.57477,0.41636,0.12957,0.73192,0.62691
18.378539,0.55986,0.42728,0.12915,0.74894,0.65189
18.391119,0.53895,0.43773,0.12570,0.76408,0.68213
18.407511,0.53298,0.44296,0.12397,0.77921,0.69342
18.423306,0.53592,0.46172,0.11683,0.79435,0.71116
18.439158,0.53053,0.46319,0.11617,0.80948,0.71774
18.454921,0.51142,0.46760,0.11417,0.82461,0.74067
18.470722,0.50974,0.48398,0.11165,0.83975,0.75948
18.486504,0.50806,0.48944,0.11081,0.85488,0.76673
18.502134,0.49098,0.49812,0.10731,0.86812,0.79262
18.518063,0.48867,0.51240,0.10780,0.88326,0.80910
18.533819,0.48174,0.51940,0.10829,0.89839,0.82300
18.549475,0.47103,0.52318,0.10997,0.91353,0.83780
18.565656,0.46746,0.52941,0.10892,0.92866,0.84746
18.581248,0.44170,0.54432,0.10409,0.94380,0.88910
18.597116,0.43946,0.55160,0.10164,0.95893,0.89807
18.609742,0.43722,0.55888,0.09919,0.97596,0.90693
18.625582,0.42147,0.56392,0.08533,0.99298,0.92897
18.641814,0.41622,0.56560,0.08057,1.01001,0.93639
18.657564,0.39186,0.58660,0.08015,1.02325,0.98186
18.673374,0.37758,0.59388,0.08008,1.04217,1.00448
18.689198,0.36330,0.60116,0.08001,1.05730,1.02720
18.704797,0.35994,0.61152,0.08631,1.07433,1.03880
18.720423,0.35462,0.61439,0.08267,1.08946,1.04732
18.736332,0.34202,0.62300,0.07175,1.10460,1.06873
18.752501,0.33208,0.62678,0.07396,1.12162,1.08358
18.768426,0.32214,0.62804,0.07469,1.13676,1.09686
18.784172,0.30114,0.63728,0.07329,1.15189,1.12936
18.800111,0.29554,0.64400,0.06951,1.16702,1.14056
18.812699,0.27874,0.65072,0.06573,1.18216,1.16609
18.828812,0.27118,0.65268,0.05754,1.19729,1.17701
18.844898,0.26362,0.65464,0.05481,1.21243,1.18797
18.860775,0.25018,0.66808,0.05481,1.22756,1.21249
18.876560,0.24535,0.66899,0.05964,1.24459,1.21928
18.892163,0.23086,0.67172,0.06447,1.25972,1.23976
18.908181,0.21784,0.67697,0.05313,1.27485,1.25947
18.924023,0.21350,0.68313,0.04753,1.28999,1.26788
18.939877,0.18830,0.69636,0.04207,1.30512,1.30671
18.955755,0.18340,0.69748,0.04662,1.31836,1.31367
18.971667,0.17850,0.69860,0.05117,1.33350,1.32064
18.984400,0.15423,0.71120,0.04655,1.34863,1.35724
19.000406,0.16002,0.71120,0.04368,1.36377,1.34948
19.016347,0.14462,0.70588,0.03507,1.37890,1.36871
19.033019,0.13328,0.70714,0.02884,1.39782,1.38450
19.048593,0.12194,0.70840,0.02261,1.41295,1.40033
19.063743,0.10871,0.71736,0.02597,1.42809,1.42040
19.078870,0.09849,0.71736,0.02342,1.44322,1.43435
19.094016,0.08106,0.71736,0.01575,1.45836,1.45828
19.112486,0.06829,0.72290,0.01835,1.47538,1.47661
19.127689,0.05978,0.72660,0.01750,1.49052,1.48871
19.142727,0.03346,0.73052,0.00973,1.50565,1.52503
19.157815,0.02975,0.73206,0.01043,1.52078,1.53018
19.172846,0.01862,0.73668,0.01113,1.53403,1.54553
19.187948,0.00714,0.73122,0.00578,1.55105,1.56103
19.202976,-0.00434,0.72940,0.00399,1.56808,1.57675
19.221442,-0.01918,0.73584,0.01169,1.58321,1.59686
19.236720,-0.02786,0.73850,0.00679,1.59645,1.60850
19.251801,-0.03654,0.74116,0.00189,1.61159,1.62006
19.266983,-0.05796,0.74347,-0.00301,1.62672,1.64860
19.282119,-0.06510,0.74424,-0.00252,1.64186,1.65805
19.297219,-0.07490,0.74144,-0.00105,1.65699,1.67147
19.312309,-0.08078,0.74270,-0.00630,1.67212,1.67914
19.330760,-0.09842,0.74396,-0.01155,1.68726,1.70232
19.345819,-0.11466,0.73948,-0.00987,1.70428,1.72463
19.360931,-0.12110,0.73934,-0.01148,1.71942,1.73315
19.375952,-0.14042,0.73892,-0.01631,1.73266,1.75859
19.390991,-0.14574,0.73906,-0.01204,1.74969,1.76549
19.406078,-0.15106,0.73920,-0.00777,1.76671,1.77238
19.425128,-0.17032,0.74122,-0.01855,1.78185,1.79667
19.437656,-0.17943,0.73957,-0.01962,1.79698,1.80881
19.454341,-0.18802,0.73528,-0.02177,1.81212,1.82114
19.470247,-0.20496,0.72625,-0.02744,1.82725,1.84586
19.486130,-0.20398,0.72324,-0.03154,1.84238,1.84569
19.501968,-0.23338,0.72744,-0.03815,1.85752,1.88125
19.517938,-0.23632,0.72072,-0.03941,1.87076,1.88764
19.533789,-0.24514,0.71400,-0.04067,1.88589,1.90152
19.549666,-0.27055,0.71463,-0.04179,1.90103,1.93271
19.562457,-0.27902,0.71484,-0.04179,1.91805,1.94293
19.578640,-0.28574,0.70392,-0.03955,1.93319,1.95640
19.594481,-0.30058,0.70070,-0.04172,1.94832,1.97603
19.610054,-0.30926,0.69748,-0.04389,1.96346,1.98814
19.625713,-0.31808,0.68950,-0.04529,1.97859,2.00302
19.641557,-0.32998,0.68621,-0.05089,1.99562,2.01903
19.657498,-0.34566,0.68432,-0.06769,2.01075,2.03853
19.673035,-0.35182,0.68012,-0.06276,2.02778,2.04818
19.688952,-0.35798,0.67592,-0.06111,2.04291,2.05786
19.704534,-0.37898,0.66640,-0.05733,2.05805,2.08788
19.720562,-0.38122,0.66451,-0.07077,2.07318,2.09164
19.736281,-0.38794,0.65884,-0.07525,2.08831,2.10296
19.751933,-0.40831,0.65464,-0.06885,2.10534,2.12847
19.767817,-0.41510,0.65324,-0.06948,2.12047,2.13687
19.783645,-0.43078,0.63840,-0.07777,2.13561,2.16440
19.796367,-0.43507,0.63812,-0.07805,2.15074,2.16921
19.812566,-0.44366,0.63756,-0.07861,2.16777,2.17875
19.828606,-0.45962,0.62475,-0.08900,2.18479,2.20507
19.844506,-0.45766,0.62048,-0.09247,2.19993,2.20631
19.860191,-0.47782,0.60648,-0.08603,2.21695,2.23809
19.876092,-0.48223,0.60564,-0.08071,2.23209,2.24324
19.891966,-0.49546,0.60480,-0.07539,2.24722,2.25714
19.907842,-0.50701,0.57547,-0.08547,2.26236,2.29303
19.923624,-0.51443,0.57834,-0.08722,2.28127,2.29778
19.939434,-0.52514,0.58044,-0.09247,2.29641,2.30622
19.954923,-0.53424,0.57148,-0.09646,2.31343,2.32253
19.970866,-0.54334,0.56252,-0.09779,2.32857,2.33885
19.986675,-0.55678,0.54348,-0.10171,2.34370,2.36828
19.999357,-0.55678,0.54003,-0.09872,2.35884,2.37147
20.015933,-0.57442,0.53312,-0.09275,2.37397,2.39347
20.031982,-0.58044,0.52920,-0.09730,2.38910,2.40234
20.047904,-0.58646,0.52528,-0.10185,2.39856,2.41117
20.063689,-0.58506,0.50512,-0.10969,2.39100,2.42939
20.079082,-0.58898,0.50302,-0.09646,2.39856,2.43475
20.094165,-0.60074,0.49672,-0.09261,2.40045,2.45069
20.109263,-0.60060,0.49448,-0.10805,2.40235,2.45280
20.124299,-0.60046,0.49224,-0.11319,2.40424,2.45491
20.142633,-0.60270,0.50400,-0.10059,2.40424,2.44514
20.157930,-0.60242,0.49924,-0.09828,2.40613,2.44958
20.172979,-0.59990,0.49448,-0.09597,2.40613,2.45223
20.188055,-0.59885,0.49679,-0.09450,2.40613,2.44908
20.203035,-0.59850,0.49756,-0.09800,2.40613,2.44803
20.218226,-0.60242,0.49532,-0.10997,2.40613,2.45345
20.236627,-0.60141,0.49566,-0.10342,2.40613,2.45230
20.251706,-0.59990,0.49616,-0.09905,2.40613,2.45056
20.266680,-0.59570,0.49672,-0.10353,2.40613,2.44655
20.281762,-0.59430,0.49679,-0.10430,2.40613,2.44533
20.297449,-0.59458,0.49700,-0.10661,2.40613,2.44535
20.312481,-0.59430,0.49518,-0.11074,2.40613,2.44692
20.327549,-0.59402,0.49336,-0.11487,2.40613,2.44850
20.346027,-0.59984,0.49493,-0.10311,2.40613,2.45174
20.361051,-0.60088,0.49595,-0.10850,2.40613,2.45157
20.376068,-0.59962,0.49784,-0.11389,2.40613,2.44867
20.391084,-0.60270,0.49616,-0.10749,2.40613,2.45285
20.406356,-0.60578,0.49560,-0.10535,2.40613,2.45590
20.421441,-0.59206,0.49952,-0.10829,2.40613,2.44077
20.436464,-0.59542,0.50127,-0.10689,2.40613,2.44183
20.454904,-0.60550,0.50652,-0.10269,2.40613,2.44497
20.469961,-0.59752,0.49707,-0.11627,2.40613,2.44771
20.485053,-0.59486,0.49392,-0.10672,2.40613,2.44864
20.500179,-0.59458,0.49560,-0.10031,2.40613,2.44674
20.515397,-0.59556,0.49651,-0.10290,2.40613,2.44665
20.530870,-0.59850,0.49924,-0.10549,2.40613,2.44637
20.546094,-0.60018,0.49861,-0.11662,2.40613,2.44837
20.561654,-0.60074,0.49840,-0.11750,2.40613,2.44904
20.577677,-0.60074,0.49896,-0.10899,2.40613,2.44848
20.593551,-0.59920,0.49882,-0.10493,2.40613,2.44736
20.609508,-0.59458,0.49868,-0.10087,2.40613,2.44369
20.625364,-0.59689,0.50036,-0.11921,2.40613,2.44394
20.640974,-0.59836,0.50036,-0.11634,2.40613,2.44515
20.657099,-0.60046,0.50036,-0.10773,2.40613,2.44688
20.672822,-0.59976,0.49868,-0.10857,2.40613,2.44796
20.688864,-0.59906,0.49812,-0.10885,2.40613,2.44794
20.704699,-0.59738,0.49196,-0.10087,2.40613,2.45267
20.720748,-0.59633,0.49546,-0.10549,2.40613,2.44832
20.733246,-0.59318,0.49896,-0.11011,2.40613,2.44225
20.749007,-0.59598,0.49700,-0.10171,2.40613,2.44651
20.765205,-0.59878,0.49504,-0.09891,2.40613,2.45075
20.781057,-0.60186,0.49280,-0.10465,2.40613,2.45550
20.796969,-0.59997,0.49427,-0.10115,2.40613,2.45249
20.812724,-0.59430,0.49868,-0.09765,2.40613,2.44346
20.828640,-0.59661,0.50057,-0.11532,2.40613,2.44351
20.844328,-0.59738,0.50155,-0.10972,2.40613,2.44318
20.860180,-0.60270,0.50260,-0.11109,2.40613,2.44651
20.876012,-0.60004,0.50022,-0.11088,2.40613,2.44667
20.891805,-0.59738,0.49784,-0.11067,2.40613,2.44683
20.907721,-0.59885,0.48916,-0.09975,2.40613,2.45667
20.923088,-0.59780,0.49056,-0.09747,2.40613,2.45441
20.938376,-0.59318,0.49476,-0.09065,2.40613,2.44641
20.953592,-0.59528,0.49644,-0.09516,2.40613,2.44648
20.968849,-0.59738,0.49812,-0.09667,2.40613,2.44655
20.984102,-0.59969,0.50540,-0.11277,2.40613,2.44131
20.999415,-0.59969,0.50442,-0.11144,2.40613,2.44227
21.014700,-0.59738,0.50148,-0.10745,2.40613,2.44325
21.029937,-0.59864,0.50008,-0.10997,2.40613,2.44566
