7.054507,0.34202,-0.72464,0.10045,5.14856,5.15338
7.069693,0.34069,-0.72408,0.10329,5.14856,5.15217
7.088132,0.33670,-0.72240,0.11179,5.14856,5.14854
7.103175,0.34027,-0.72996,0.09989,5.14856,5.14859
7.118184,0.34146,-0.73248,0.09856,5.14856,5.14861
7.133198,0.33978,-0.72324,0.09457,5.14856,5.15159
7.148252,0.34006,-0.72541,0.09849,5.14856,5.15075
7.163463,0.34090,-0.73192,0.10241,5.14856,5.14827
7.178585,0.33985,-0.72268,0.11071,5.14856,5.15197
7.196941,0.33804,-0.72061,0.11070,5.14856,5.15102
7.211971,0.33222,-0.72464,0.09961,5.14856,5.14226
7.227226,0.33502,-0.72422,0.10143,5.14856,5.14567
7.242471,0.33782,-0.72380,0.10325,5.14856,5.14907
7.257560,0.33509,-0.72800,0.11767,5.14856,5.14377
7.272552,0.33418,-0.72814,0.11624,5.14856,5.14266
7.291000,0.34286,-0.72436,0.11193,5.14856,5.15447
7.306008,0.33824,-0.72142,0.10973,5.14856,5.15081
7.321045,0.33362,-0.72044,0.10899,5.14856,5.14607
7.336164,0.34314,-0.71960,0.11417,5.14856,5.15734
7.351257,0.34447,-0.72212,0.11466,5.14856,5.15749
7.366231,0.34846,-0.72968,0.11613,5.14856,5.15792
7.384757,0.34056,-0.72834,0.11299,5.14856,5.14978
7.399781,0.33530,-0.72744,0.11316,5.14856,5.14430
7.414920,0.33670,-0.72800,0.11599,5.14856,5.14559
7.429898,0.33614,-0.72793,0.11634,5.14856,5.14499
7.444922,0.33446,-0.72772,0.11669,5.14856,5.14320
7.459970,0.33628,-0.72079,0.10892,5.14856,5.14892
7.478406,0.33793,-0.71904,0.10566,5.14856,5.15173
7.493556,0.33726,-0.72128,0.10297,5.14856,5.14977
7.508598,0.34062,-0.71904,0.10619,5.14856,5.15479
7.523615,0.34398,-0.71680,0.10941,5.14856,5.15981
7.538703,0.34482,-0.71890,0.11067,5.14856,5.15962
7.553707,0.34510,-0.71960,0.11015,5.14856,5.15956
7.572102,0.34034,-0.72884,0.10857,5.14856,5.14926
7.587106,0.33950,-0.72534,0.10490,5.14856,5.15016
7.602255,0.33866,-0.72184,0.10367,5.14856,5.15106
7.617251,0.35266,-0.72548,0.11011,5.14856,5.16486
7.632293,0.34412,-0.72401,0.11148,5.14856,5.15608
7.647479,0.34034,-0.71960,0.11557,5.14856,5.15417
7.662609,0.34062,-0.72156,0.11578,5.14856,5.15344
7.681010,0.34090,-0.72352,0.11515,5.14856,5.15271
7.696144,0.33530,-0.72548,0.11179,5.14856,5.14532
7.711640,0.33621,-0.72632,0.11193,5.14856,5.14591
7.726776,0.33894,-0.72884,0.11207,5.14856,5.14768
7.741946,0.33621,-0.72422,0.10966,5.14856,5.14702
7.757003,0.33530,-0.72268,0.10885,5.14856,5.14680
7.772316,0.34566,-0.72268,0.11263,5.14856,5.15853
7.790825,0.34633,-0.72436,0.10317,5.14856,5.15838
7.805997,0.34734,-0.72688,0.10689,5.14856,5.15816
7.821076,0.34755,-0.72709,0.10087,5.14856,5.15828
7.836201,0.33866,-0.72758,0.10301,5.14856,5.14803
7.851427,0.33866,-0.72884,0.10941,5.14856,5.14736
7.866514,0.33845,-0.72562,0.10577,5.14856,5.14882
7.881595,0.33782,-0.72240,0.10213,5.14856,5.14981
7.900111,0.34230,-0.72710,0.10303,5.14856,5.15238
7.915111,0.34349,-0.72772,0.10357,5.14856,5.15339
7.930270,0.34370,-0.72604,0.10451,5.14856,5.15452
7.945363,0.34594,-0.72758,0.11428,5.14856,5.15622
7.960418,0.34818,-0.72912,0.11753,5.14856,5.15790
7.975448,0.34755,-0.72016,0.09317,5.14856,5.16202
7.990501,0.34769,-0.72198,0.09667,5.14856,5.16119
8.008861,0.34874,-0.72744,0.10717,5.14856,5.15943
8.023885,0.34244,-0.72933,0.10518,5.14856,5.15136
8.038908,0.34034,-0.72996,0.11347,5.14856,5.14867
8.053914,0.34006,-0.72548,0.11907,5.14856,5.15072
8.068989,0.33971,-0.72562,0.10665,5.14856,5.15025
8.087464,0.33866,-0.72604,0.10521,5.14856,5.14884
8.102487,0.34013,-0.72499,0.11053,5.14856,5.15105
8.117687,0.34062,-0.72499,0.10815,5.14856,5.15161
8.132758,0.33838,-0.72604,0.10101,5.14856,5.14852
8.147815,0.33838,-0.72534,0.10241,5.14856,5.14889
8.162935,0.33838,-0.72464,0.10381,5.14856,5.14926
8.178011,0.34048,-0.72905,0.10077,5.14856,5.14931
8.196423,0.34202,-0.72884,0.10272,5.14856,5.15115
8.211611,0.34538,-0.72212,0.11459,5.14856,5.15852
8.226602,0.34314,-0.72646,0.11396,5.14856,5.15367
8.241652,0.34090,-0.73080,0.11375,5.14856,5.14886
8.256793,0.34426,-0.72828,0.10507,5.14856,5.15396
8.271927,0.34328,-0.72870,0.10493,5.14856,5.15264
8.290248,0.33698,-0.72996,0.10451,5.14856,5.14488
8.305333,0.34412,-0.73017,0.10367,5.14856,5.15280
8.320328,0.34650,-0.73024,0.10339,5.14856,5.15543
8.335504,0.34034,-0.72604,0.10997,5.14856,5.15074
8.350521,0.33908,-0.72597,0.10994,5.14856,5.14935
8.365552,0.33530,-0.72576,0.10983,5.14856,5.14518
8.383856,0.33816,-0.72374,0.10233,5.14856,5.14948
8.398835,0.34006,-0.72240,0.10332,5.14856,5.15235
8.413814,0.34034,-0.72100,0.11193,5.14856,5.15342
8.428816,0.33915,-0.72359,0.10808,5.14856,5.15069
8.443808,0.33558,-0.73136,0.10423,5.14856,5.14257
8.462112,0.33844,-0.72688,0.10065,5.14856,5.14814
8.477135,0.34055,-0.72730,0.09979,5.14856,5.15031
8.492218,0.34118,-0.73192,0.09989,5.14856,5.14859
8.507210,0.33964,-0.72954,0.09835,5.14856,5.14810
8.525859,0.33810,-0.72716,0.09885,5.14856,5.14761
8.537614,0.33922,-0.72940,0.10703,5.14856,5.14770
8.556024,0.33956,-0.72800,0.10832,5.14856,5.14882
8.571027,0.34090,-0.72240,0.11025,5.14856,5.15330
8.586005,0.34510,-0.72702,0.11582,5.14856,5.15557
8.601139,0.34930,-0.72856,0.11767,5.14856,5.15945
8.616127,0.34398,-0.72940,0.10507,5.14856,5.15305
8.631121,0.34300,-0.72835,0.10297,5.14856,5.15251
8.649450,0.34006,-0.72520,0.09667,5.14856,5.15086
8.664433,0.33838,-0.72667,0.10297,5.14856,5.14819
8.679640,0.33782,-0.72716,0.10584,5.14856,5.14730
8.694635,0.34062,-0.72604,0.10815,5.14856,5.15105
8.709728,0.33873,-0.72534,0.10668,5.14856,5.14929
8.724929,0.33306,-0.72324,0.10521,5.14856,5.14395
8.740028,0.33796,-0.72597,0.11067,5.14856,5.14808
8.758402,0.34286,-0.72610,0.11218,5.14856,5.15355
8.773545,0.34286,-0.72296,0.11095,5.14856,5.15522
8.788615,0.34146,-0.72534,0.11179,5.14856,5.15237
8.803615,0.34006,-0.72772,0.11263,5.14856,5.14953
8.818652,0.34132,-0.73003,0.11736,5.14856,5.14974
8.837124,0.34252,-0.73074,0.10818,5.14856,5.15071
8.852222,0.34566,-0.73052,0.10101,5.14856,5.15434
8.867254,0.34818,-0.73066,0.10616,5.14856,5.15708
8.882326,0.35070,-0.73080,0.10787,5.14856,5.15982
8.897557,0.33649,-0.73080,0.10577,5.14856,5.14389
8.912685,0.34167,-0.72975,0.10427,5.14856,5.15028
8.927920,0.33558,-0.72660,0.09975,5.14856,5.14505
8.946289,0.33928,-0.72643,0.11834,5.14856,5.14933
8.961434,0.34174,-0.72632,0.11638,5.14856,5.15217
8.976606,0.33922,-0.72268,0.10913,5.14856,5.15125
8.991669,0.33992,-0.72331,0.10738,5.14856,5.15171
9.006652,0.34202,-0.72520,0.10563,5.14856,5.15308
9.021888,0.33936,-0.72667,0.10395,5.14856,5.14930
9.037037,0.33670,-0.72716,0.10339,5.14856,5.14603
9.055425,0.33950,-0.72828,0.10843,5.14856,5.14861
9.070418,0.34216,-0.72688,0.10122,5.14856,5.15234
9.085472,0.34482,-0.72548,0.09401,5.14856,5.15608
9.100455,0.34146,-0.72548,0.10199,5.14856,5.15230
9.115561,0.34034,-0.72548,0.10203,5.14856,5.15103
9.130654,0.33754,-0.72212,0.10213,5.14856,5.14964
9.149055,0.33922,-0.72626,0.10230,5.14856,5.14935
9.164108,0.34174,-0.73248,0.10241,5.14856,5.14892
9.179284,0.35448,-0.72688,0.11753,5.14856,5.16613
9.194326,0.34461,-0.72772,0.11515,5.14856,5.15465
9.209340,0.33810,-0.73024,0.10801,5.14856,5.14600
9.224503,0.33964,-0.72898,0.10766,5.14856,5.14840
9.242973,0.34118,-0.72772,0.10535,5.14856,5.15079
9.258095,0.34454,-0.72744,0.09751,5.14856,5.15472
9.273315,0.34314,-0.72765,0.09933,5.14856,5.15304
9.288452,0.33894,-0.72828,0.10115,5.14856,5.14797
9.303508,0.33880,-0.72681,0.09601,5.14856,5.14859
9.318685,0.33866,-0.72632,0.09429,5.14856,5.14869
9.333832,0.33950,-0.72940,0.11067,5.14856,5.14802
9.352199,0.33782,-0.72772,0.10613,5.14856,5.14700
9.367248,0.33530,-0.72520,0.09933,5.14856,5.14547
9.382373,0.34517,-0.72772,0.09737,5.14856,5.15528
9.397557,0.34846,-0.72828,0.09905,5.14856,5.15866
9.412578,0.33586,-0.72744,0.10409,5.14856,5.14493
9.427682,0.33621,-0.72870,0.10521,5.14856,5.14467
9.446169,0.33726,-0.72996,0.10633,5.14856,5.14520
9.461219,0.34118,-0.73276,0.10297,5.14856,5.14815
9.476221,0.34034,-0.73080,0.10378,5.14856,5.14823
9.491420,0.33782,-0.72492,0.10619,5.14856,5.14848
9.506436,0.34230,-0.72310,0.10535,5.14856,5.15451
9.521504,0.34678,-0.72128,0.10451,5.14856,5.16055
9.536494,0.34426,-0.72716,0.10395,5.14856,5.15456
9.554970,0.34230,-0.72906,0.10233,5.14856,5.15135
9.569980,0.33782,-0.72884,0.09989,5.14856,5.14642
9.584983,0.33796,-0.72527,0.09895,5.14856,5.14845
9.599983,0.33810,-0.72408,0.09863,5.14856,5.14924
9.614993,0.34258,-0.73164,0.11767,5.14856,5.15030
9.630160,0.34237,-0.73052,0.11739,5.14856,5.15066
9.648685,0.34174,-0.72716,0.11655,5.14856,5.15172
9.663719,0.34468,-0.72359,0.09877,5.14856,5.15694
9.678824,0.34566,-0.72240,0.10528,5.14856,5.15868
9.693811,0.34034,-0.72520,0.10675,5.14856,5.15118
9.708849,0.34111,-0.72429,0.11284,5.14856,5.15253
9.727171,0.34342,-0.72156,0.11893,5.14856,5.15660
9.742213,0.34027,-0.72268,0.11263,5.14856,5.15244
9.757241,0.33943,-0.72142,0.11078,5.14856,5.15216
9.772491,0.34006,-0.71764,0.10521,5.14856,5.15491
9.787611,0.33992,-0.71974,0.10500,5.14856,5.15362
9.802691,0.33978,-0.72184,0.10479,5.14856,5.15233
9.817731,0.33915,-0.72247,0.11641,5.14856,5.15128
9.836333,0.33944,-0.72369,0.11400,5.14856,5.15097
9.851432,0.34146,-0.72772,0.11039,5.14856,5.15111
9.866501,0.34034,-0.73024,0.10735,5.14856,5.14852
9.881593,0.33922,-0.73108,0.10633,5.14856,5.14682
9.896731,0.34398,-0.72856,0.10633,5.14856,5.15350
9.911797,0.34440,-0.72772,0.10546,5.14856,5.15442
9.930238,0.34566,-0.72520,0.10283,5.14856,5.15718
9.945382,0.34314,-0.72604,0.10220,5.14856,5.15389
9.960620,0.34230,-0.72632,0.10574,5.14856,5.15280
9.975646,0.34314,-0.72884,0.11697,5.14856,5.15241
9.990868,0.34279,-0.72625,0.10934,5.14856,5.15339
10.006278,0.34174,-0.71848,0.10171,5.14856,5.15636
10.021419,0.34510,-0.72793,0.09951,5.14856,5.15509
10.036285,0.34622,-0.73108,0.09877,5.14856,5.15467
10.054838,0.33698,-0.71876,0.09919,5.14856,5.15080
10.069978,0.33600,-0.71848,0.11466,5.15802,5.14983
10.084983,0.33502,-0.71820,0.11221,5.16937,5.14886
10.100012,0.34573,-0.71148,0.10843,5.18261,5.16472
10.115008,0.34930,-0.71015,0.11004,5.19775,5.16951
10.130209,0.36414,-0.71288,0.11487,5.21477,5.18464
10.148610,0.38352,-0.70868,0.11033,5.23369,5.20843
10.163762,0.39466,-0.70588,0.10731,5.25261,5.22219
10.178759,0.41202,-0.70084,0.11809,5.26963,5.24386
10.193796,0.41685,-0.69447,0.11837,5.28477,5.25299
10.208814,0.43134,-0.67536,0.11921,5.30369,5.28077
10.224124,0.44044,-0.67200,0.12068,5.31882,5.29256
10.242507,0.44954,-0.66864,0.12263,5.33585,5.30430
10.257700,0.45934,-0.67648,0.12845,5.35098,5.30889
10.273375,0.46193,-0.66276,0.13237,5.36611,5.32108
10.288577,0.46970,-0.64904,0.13629,5.38125,5.33883
10.303542,0.48335,-0.64715,0.13272,5.39638,5.35390
10.318659,0.48790,-0.64652,0.13234,5.41152,5.35886
10.333823,0.48986,-0.63588,0.13475,5.42665,5.36880
10.348829,0.49574,-0.63441,0.13622,5.43989,5.37570
10.367159,0.51338,-0.63000,0.13769,5.45503,5.39614
10.382234,0.51611,-0.60956,0.15197,5.47016,5.41496
10.397285,0.52598,-0.60795,0.15068,5.48529,5.42562
10.412538,0.53354,-0.60312,0.14679,5.50043,5.43665
10.427684,0.53522,-0.60088,0.14882,5.51556,5.44006
10.442921,0.53690,-0.59864,0.15085,5.52881,5.44347
10.458112,0.55412,-0.58646,0.13349,5.54583,5.46944
10.476590,0.56283,-0.58010,0.14038,5.55907,5.48267
10.491784,0.57470,-0.57092,0.15071,5.57421,5.50109
10.506800,0.57694,-0.55895,0.14788,5.58934,5.51362
10.522035,0.57918,-0.55496,0.14693,5.60637,5.51914
10.537182,0.59514,-0.54628,0.15351,5.62150,5.54057
10.552227,0.59920,-0.54334,0.15421,5.63664,5.54664
10.567466,0.61138,-0.53452,0.15631,5.65177,5.56476
10.585808,0.61088,-0.53334,0.15900,5.66690,5.56544
10.600869,0.61054,-0.52360,0.15736,5.68015,5.57429
10.615932,0.63154,-0.51268,0.15043,5.69528,5.60129
10.631073,0.63434,-0.50876,0.15043,5.71041,5.60721
10.646079,0.64274,-0.49700,0.15043,5.72366,5.62497
10.661264,0.63959,-0.48167,0.15788,5.73879,5.63771
10.679668,0.64196,-0.47410,0.15959,5.75393,5.64707
10.694850,0.65562,-0.46424,0.15645,5.76906,5.66705
10.709844,0.66318,-0.45640,0.15659,5.78230,5.68042
10.724965,0.67074,-0.44856,0.15673,5.79933,5.69374
10.740117,0.67431,-0.43995,0.15631,5.81446,5.70509
10.755116,0.67550,-0.43428,0.15694,5.82960,5.71182
10.773479,0.68390,-0.42588,0.15883,5.84662,5.72623
10.788474,0.69034,-0.41097,0.16251,5.86176,5.74622
10.803496,0.69678,-0.40600,0.16373,5.87878,5.75560
10.818760,0.70826,-0.39452,0.16961,5.89392,5.77496
10.833758,0.70679,-0.38773,0.16755,5.90905,5.78143
10.848762,0.70238,-0.36736,0.16135,5.92608,5.80129
10.867068,0.70843,-0.35879,0.16278,5.94121,5.81438
10.882233,0.71246,-0.35308,0.16279,5.95634,5.82308
10.897233,0.72002,-0.34244,0.15995,5.96959,5.83925
10.912259,0.72163,-0.33691,0.16394,5.98472,5.84639
10.927276,0.72646,-0.32032,0.16793,5.99985,5.86790
10.942321,0.73038,-0.30814,0.17171,6.01499,5.88395
10.960719,0.74147,-0.30324,0.17171,6.02823,5.89497
10.975811,0.74046,-0.29988,0.16667,6.04337,5.89838
10.990860,0.74004,-0.28462,0.16506,6.05850,5.91602
11.006134,0.73962,-0.26936,0.16345,6.07174,5.93393
11.021125,0.74025,-0.26180,0.16779,6.08688,5.94325
11.036250,0.74046,-0.25032,0.16909,6.10201,5.95719
11.051467,0.74662,-0.23072,0.17297,6.11904,5.98347
11.069981,0.74584,-0.22434,0.17415,6.13417,5.99101
11.085026,0.74466,-0.22008,0.17493,6.14930,5.99582
11.100041,0.75222,-0.19180,0.16499,6.16444,6.03353
11.115026,0.75523,-0.18802,0.16814,6.17957,6.03919
11.130090,0.75670,-0.17668,0.17759,6.19471,6.05381
11.145087,0.75684,-0.16366,0.17129,6.21173,6.07022
11.163568,0.75698,-0.15064,0.16499,6.22687,6.08675
11.178627,0.76034,-0.13188,0.16975,6.24389,6.11145
11.193676,0.76167,-0.12859,0.16219,6.25903,6.11594
11.208700,0.76566,-0.11872,0.15463,6.27416,6.12935
11.223762,0.76020,-0.10276,0.16807,0.00611,6.14882
11.238791,0.75474,-0.09744,0.17255,0.01935,6.15479
11.257304,0.75418,-0.07672,0.16541,0.03449,6.18181
11.272401,0.75432,-0.07322,0.15876,0.04962,6.18642
11.287546,0.75474,-0.06972,0.15211,0.06475,6.19107
11.302515,0.75936,-0.05082,0.15484,0.07989,6.21636
11.317691,0.76090,-0.04452,0.15957,0.09502,6.22474
11.332704,0.75614,-0.02464,0.17101,0.11205,6.25061
11.351190,0.75368,-0.00773,0.16614,0.12718,6.27293
11.366295,0.74998,-0.00028,0.16289,0.14232,6.28281
11.381469,0.74746,0.01624,0.16107,0.15745,0.02172
11.396434,0.74697,0.02086,0.15985,0.17259,0.02792
11.411608,0.74802,0.03472,0.15617,0.18772,0.04638
11.426558,0.74228,0.04354,0.15869,0.20285,0.05859
11.444915,0.73654,0.05236,0.16121,0.21610,0.07097
11.459872,0.74186,0.07364,0.15827,0.23123,0.09894
11.474996,0.74179,0.07763,0.15761,0.24447,0.10427
11.490020,0.74158,0.08960,0.15561,0.25961,0.12024
11.504997,0.73556,0.09660,0.15624,0.27474,0.13058
11.519958,0.72954,0.10360,0.15645,0.28798,0.14106
11.538594,0.72080,0.12376,0.14175,0.30312,0.17004
11.553620,0.71974,0.13258,0.14882,0.32014,0.18216
11.568694,0.72310,0.14140,0.15589,0.33528,0.19311
11.583684,0.71680,0.16219,0.15579,0.35041,0.22252
11.598871,0.71470,0.16912,0.14679,0.36555,0.23236
11.613834,0.70014,0.17948,0.14343,0.38068,0.25094
11.632148,0.69868,0.18956,0.15418,0.39581,0.26493
11.647111,0.69650,0.20468,0.15239,0.41095,0.28582
11.662260,0.68768,0.21560,0.14175,0.42608,0.30381
11.677454,0.68474,0.22463,0.14249,0.44122,0.31699
11.692589,0.67438,0.24080,0.14469,0.45635,0.34296
11.707620,0.67529,0.25018,0.14329,0.47148,0.35480
11.725950,0.67802,0.25956,0.14189,0.48473,0.36561
11.740967,0.66878,0.27076,0.15323,0.49986,0.38469
11.756057,0.66528,0.27762,0.15008,0.51689,0.39533
11.771034,0.65478,0.29820,0.14063,0.53202,0.42735
11.786079,0.64960,0.30380,0.14168,0.54715,0.43745
11.801039,0.64442,0.30940,0.14203,0.56229,0.44762
11.819400,0.63837,0.32262,0.14553,0.57931,0.46794
11.834355,0.63497,0.33999,0.14511,0.59445,0.49160
11.849633,0.62930,0.34636,0.14469,0.60958,0.50314
11.864603,0.62412,0.35392,0.14984,0.62472,0.51585
11.879738,0.61894,0.35644,0.15155,0.63985,0.52250
11.894751,0.61222,0.37660,0.12369,0.65499,0.55148
11.913288,0.60068,0.38164,0.12218,0.67012,0.56600
11.928348,0.58338,0.38920,0.11991,0.68336,0.58833
11.943462,0.58065,0.40159,0.12271,0.69660,0.60508
11.958452,0.57974,0.41468,0.11942,0.71174,0.62091
11.973603,0.56210,0.42084,0.10955,0.72687,0.64266
11.988685,0.55888,0.42756,0.11361,0.74390,0.65305
12.007004,0.54922,0.43428,0.11767,0.75903,0.66906
12.022172,0.53858,0.45304,0.11109,0.77417,0.69935
12.037245,0.53347,0.45717,0.10931,0.78930,0.70853
12.052312,0.51814,0.46956,0.10395,0.80443,0.73625
12.067318,0.51114,0.47544,0.10367,0.81957,0.74923
12.082505,0.50414,0.48132,0.10339,0.83470,0.76225
12.100891,0.49272,0.49991,0.10395,0.84984,0.79265
12.115879,0.48678,0.49917,0.10269,0.86497,0.79796
12.130910,0.47754,0.50988,0.10143,0.87821,0.81814
12.145905,0.47222,0.52353,0.09881,0.89335,0.83688
12.160951,0.46690,0.52808,0.09793,0.90848,0.84681
12.175932,0.45514,0.53704,0.09541,0.92362,0.86776
12.194410,0.44394,0.54040,0.09642,0.93875,0.88308
12.209403,0.43498,0.54544,0.09793,0.95388,0.89759
12.224409,0.42805,0.55762,0.08922,0.96902,0.91610
12.239504,0.42574,0.56168,0.08866,0.98226,0.92221
12.254518,0.40978,0.57792,0.09569,0.99550,0.95402
12.269586,0.40460,0.57995,0.09352,1.01064,0.96165
12.287947,0.38906,0.58604,0.09135,1.02577,0.98473
12.303005,0.37919,0.60228,0.08449,1.04280,1.00890
12.318281,0.37107,0.60459,0.08075,1.05793,1.02032
12.333297,0.35658,0.61152,0.06951,1.07307,1.04289
12.348427,0.35378,0.61698,0.06804,1.08631,1.05016
12.363725,0.35098,0.62244,0.06657,1.10144,1.05736
12.378781,0.32977,0.62727,0.06615,1.11658,1.08678
12.397213,0.31805,0.62916,0.06553,1.12982,1.10274
12.412204,0.29946,0.63028,0.06307,1.14495,1.12725
12.427099,0.29428,0.63364,0.05772,1.16009,1.13601
12.442047,0.28910,0.63700,0.05593,1.17522,1.14475
12.457398,0.26166,0.65408,0.06503,1.19225,1.19025
12.472526,0.26089,0.65835,0.06199,1.20927,1.19350
12.490965,0.25018,0.67116,0.05285,1.22630,1.21399
12.505937,0.23863,0.67536,0.05296,1.24143,1.23115
12.520930,0.23478,0.67676,0.05299,1.25657,1.23687
12.535874,0.20510,0.67536,0.05383,1.27359,1.27596
12.550856,0.20209,0.67963,0.05345,1.28684,1.28177
12.569189,0.19306,0.69244,0.05229,1.30197,1.29889
12.584391,0.17836,0.69307,0.04557,1.31710,1.31891
12.599707,0.16450,0.69517,0.04351,1.33413,1.33844
12.614805,0.15750,0.70084,0.03731,1.34737,1.34974
12.629835,0.14266,0.70602,0.03346,1.36251,1.37142
12.644809,0.12782,0.71120,0.02961,1.37764,1.39297
12.663097,0.11035,0.71635,0.02009,1.39277,1.41796
12.678133,0.10388,0.71918,0.01722,1.40791,1.42735
12.693075,0.09758,0.72380,0.01575,1.42115,1.43679
12.708259,0.08526,0.72044,0.01691,1.43628,1.45300
12.723294,0.07294,0.71708,0.01729,1.45142,1.46943
12.738594,0.06412,0.72296,0.01841,1.46655,1.48234
12.753608,0.05334,0.72506,0.01568,1.48169,1.49736
12.771949,0.02982,0.73136,0.00749,1.49871,1.53005
12.786909,0.01974,0.72464,0.00991,1.51385,1.54356
12.801931,0.01638,0.72240,0.01071,1.53087,1.54813
12.817460,0.00490,0.73080,0.00091,1.54601,1.56409
12.832464,-0.00154,0.73115,0.01190,1.56114,1.57290
12.847499,-0.02086,0.73220,0.00903,1.57628,1.59928
12.862852,-0.03472,0.73766,0.00147,1.59141,1.61783
12.881565,-0.05065,0.74043,-0.00276,1.60654,1.63910
12.896557,-0.05894,0.74424,-0.00959,1.62357,1.64983
12.911681,-0.06832,0.73752,-0.00945,1.63870,1.66317
12.926814,-0.07770,0.73080,-0.00931,1.65384,1.67672
12.941911,-0.09324,0.74004,-0.00315,1.67086,1.69613
12.956902,-0.09842,0.74312,-0.00444,1.68600,1.70247
12.975474,-0.13034,0.73472,-0.00833,1.70113,1.74637
12.990832,-0.14070,0.72310,-0.02135,1.71627,1.76297
13.005927,-0.15106,0.72940,-0.02569,1.73140,1.77501
13.020960,-0.17066,0.73220,-0.01995,1.74653,1.79979
13.036272,-0.17318,0.73304,-0.01981,1.76167,1.80279
13.051426,-0.18074,0.73556,-0.01939,1.77680,1.81174
13.066566,-0.19026,0.73192,-0.02831,1.79194,1.82511
13.082203,-0.19978,0.72828,-0.03272,1.80707,1.83853
13.099692,-0.21658,0.71960,-0.03703,1.82031,1.86315
13.114821,-0.21889,0.71904,-0.03493,1.83545,1.86630
13.130154,-0.22582,0.71736,-0.03283,1.85247,1.87577
13.145337,-0.24535,0.71148,-0.03598,1.86761,1.90287
13.160396,-0.25186,0.70952,-0.03703,1.88274,1.91189
13.175551,-0.27370,0.70644,-0.04683,1.89598,1.94042
13.194090,-0.27941,0.70633,-0.04627,1.91112,1.94749
13.209105,-0.28798,0.70616,-0.04543,1.92625,1.95802
13.224311,-0.30058,0.69965,-0.05607,1.93949,1.97657
13.239337,-0.30478,0.69615,-0.05716,1.95463,1.98347
13.254489,-0.32886,0.69216,-0.06041,1.96976,2.01434
13.269488,-0.33299,0.68936,-0.06594,1.98490,2.02079
13.284657,-0.34538,0.68656,-0.07147,2.00192,2.03689
13.303051,-0.35367,0.68365,-0.05568,2.01706,2.04821
13.318347,-0.36050,0.67865,-0.05488,2.03030,2.05909
13.333354,-0.37478,0.66584,-0.06433,2.04543,2.08347
13.348436,-0.38724,0.66178,-0.06947,2.06057,2.10022
13.363594,-0.39970,0.65772,-0.07119,2.07570,2.11686
13.378865,-0.41356,0.65660,-0.07035,2.09084,2.13288
13.393866,-0.41846,0.65065,-0.06937,2.10597,2.14233
13.412268,-0.41930,0.63280,-0.06643,2.11921,2.15599
13.427261,-0.43106,0.63847,-0.07798,2.13435,2.16465
13.442304,-0.43498,0.64036,-0.08183,2.14948,2.16748
13.457297,-0.45010,0.62748,-0.08071,2.16272,2.19305
13.472340,-0.45584,0.62181,-0.08113,2.17786,2.20338
13.490758,-0.47306,0.60480,-0.08239,2.19299,2.23457
13.505938,-0.48209,0.60417,-0.07203,2.20623,2.24428
13.521062,-0.48510,0.60179,-0.07683,2.22137,2.24924
13.536103,-0.50218,0.59528,-0.09121,2.23461,2.27156
13.551242,-0.51499,0.59066,-0.08617,2.25164,2.28786
13.566225,-0.51758,0.58604,-0.08113,2.26866,2.29424
13.581473,-0.52346,0.56840,-0.08438,2.28569,2.31506
13.599873,-0.52732,0.55961,-0.08586,2.30082,2.32650
13.615049,-0.53494,0.54796,-0.08743,2.31785,2.34417
13.630036,-0.54866,0.54754,-0.09531,2.33298,2.35722
13.645152,-0.56238,0.54712,-0.09793,2.34812,2.36995
13.660191,-0.57246,0.51828,-0.09695,2.36325,2.40583
13.675437,-0.57960,0.51800,-0.09695,2.37838,2.41226
13.690468,-0.59094,0.51716,-0.09695,2.39352,2.42268
13.709112,-0.59816,0.50574,-0.10745,2.40865,2.43973
13.724134,-0.60298,0.49812,-0.10549,2.42379,2.45114
13.739283,-0.61838,0.48244,-0.09555,2.43892,2.47906
13.754307,-0.61978,0.47873,-0.10777,2.45405,2.48390
13.769436,-0.62398,0.46760,-0.10857,2.46919,2.49849
13.784456,-0.62440,0.45766,-0.10080,2.48432,2.50909
13.802783,-0.62482,0.44486,-0.10109,2.49946,2.52287
13.817823,-0.63742,0.43344,-0.11263,2.51459,2.54442
13.832807,-0.64141,0.42714,-0.11032,2.52783,2.55409
13.847851,-0.65338,0.42084,-0.10801,2.54297,2.56938
13.862993,-0.66577,0.41412,-0.11410,2.55810,2.58514
13.878147,-0.66990,0.41188,-0.11753,2.57324,2.59033
13.896504,-0.67438,0.39872,-0.12173,2.59026,2.60764
13.911551,-0.67662,0.38850,-0.12383,2.60540,2.62038
13.926701,-0.67886,0.37828,-0.12453,2.62053,2.63322
13.941735,-0.68957,0.35812,-0.12159,2.63566,2.66259
13.956742,-0.70210,0.35301,-0.11883,2.65269,2.67571
13.971929,-0.69650,0.33768,-0.11053,2.66782,2.69016
13.990294,-0.69852,0.32928,-0.12044,2.68296,2.70109
14.005362,-0.70154,0.32368,-0.12705,2.69998,2.70931
14.020623,-0.70714,0.30828,-0.12341,2.71512,2.73048
14.035606,-0.70840,0.30044,-0.12509,2.73025,2.74048
14.050648,-0.71218,0.27692,-0.13013,2.74728,2.77075
14.065649,-0.71442,0.27160,-0.12845,2.76241,2.77830
14.084097,-0.71666,0.26079,-0.12615,2.77755,2.79259
14.099142,-0.71778,0.23884,-0.11921,2.79268,2.82037
