0.000005,0.17836,-0.77686,-0.00693
0.000674,0.17836,-0.77686,-0.00693
0.004642,0.17836,-0.77686,-0.00693
0.008376,0.17836,-0.77686,-0.00693
0.012862,0.17836,-0.77686,-0.00693
0.017012,0.17836,-0.77686,-0.00693
0.021104,0.17500,-0.77434,-0.02065
0.025890,0.17500,-0.77434,-0.02065
0.029969,0.17500,-0.77434,-0.02065
0.033899,0.17500,-0.77434,-0.02065
0.038004,0.17500,-0.77434,-0.02065
0.042076,0.17500,-0.77434,-0.02065
0.046173,0.17500,-0.77658,-0.00833
0.050052,0.17108,-0.77658,-0.00833
0.053901,0.17108,-0.77658,-0.00833
0.058084,0.17108,-0.77658,-0.00833
0.062199,0.17108,-0.77658,-0.00833
0.066046,0.17108,-0.77658,-0.00833
0.069951,0.17108,-0.77658,-0.04417
0.074073,0.17892,-0.78190,-0.01659
0.077970,0.17892,-0.78190,-0.01659
0.082064,0.17892,-0.78190,-0.01659
0.086187,0.17892,-0.78190,-0.01659
0.090202,0.17892,-0.78190,-0.01659
0.094270,0.17892,-0.78190,-0.01659
0.098382,0.18060,-0.77518,-0.01995
0.106204,0.18060,-0.77518,-0.01995
0.109851,0.18060,-0.77518,-0.01995
0.113635,0.18060,-0.77518,-0.01995
0.117251,0.18060,-0.77518,-0.01995
0.120940,0.18060,-0.77518,-0.01995
0.124502,0.17640,-0.77546,-0.01575
0.128175,0.17640,-0.77546,-0.01575
0.131774,0.17640,-0.77546,-0.01575
0.136395,0.17640,-0.77546,-0.01575
0.141124,0.17640,-0.77546,-0.01575
0.145795,0.17640,-0.77546,-0.01575
0.150813,0.17304,-0.77658,-0.00385
0.155373,0.17304,-0.77658,-0.00385
0.160097,0.17304,-0.77658,-0.00385
0.164684,0.17304,-0.77658,-0.00385
0.169219,0.17304,-0.77658,-0.00385
0.173921,0.17304,-0.77574,-0.00847
0.178384,0.17612,-0.77574,-0.00847
0.183068,0.17612,-0.77574,-0.00847
0.187712,0.17612,-0.77574,-0.00847
0.192293,0.17612,-0.77574,-0.00847
0.197072,0.17612,-0.77574,-0.00847
0.201582,0.17976,-0.77462,-0.00805
0.206191,0.17976,-0.77462,-0.00805
0.210877,0.17976,-0.77462,-0.00805
0.215624,0.17976,-0.77462,-0.00805
0.221066,0.17976,-0.77462,-0.00805
0.226013,0.16856,-0.78498,-0.01533
0.229956,0.16856,-0.78498,-0.01533
0.233546,0.16856,-0.78498,-0.01533
0.237258,0.16856,-0.78498,-0.01533
0.240940,0.16856,-0.78498,-0.01533
0.244605,0.16856,-0.78498,-0.01533
0.248377,0.16856,-0.78498,-0.01533
0.251908,0.17528,-0.78414,-0.00665
0.255705,0.17528,-0.78414,-0.00665
0.259142,0.17528,-0.78414,-0.00665
0.262387,0.17528,-0.78414,-0.00665
