0.000005,-0.13280,-0.95234,9.37448,,0.12600,0.13632,0.01072,1,1,0.99990,-0.00142,0.01402,0.00000,0.99488,0.10107,-0.01409,-0.10106,0.99478,0.00000,0.00000
0.027934,-0.14656,-0.94098,9.38166,,-0.00525,-0.09993,0.01947,1,1,0.99990,-0.00142,0.01407,-0.00001,0.99488,0.10106,-0.01414,-0.10105,0.99478,0.00000,6.28317
0.044788,-0.01196,-0.93619,9.37089,,0.09100,-0.08243,-0.09428,1,1,0.99990,-0.00144,0.01402,0.00001,0.99488,0.10107,-0.01410,-0.10106,0.99478,0.00000,0.00001
0.054752,-0.15553,-0.95055,9.38824,,-0.03150,0.13632,-0.04178,1,1,0.99990,-0.00144,0.01401,0.00002,0.99488,0.10106,-0.01409,-0.10105,0.99478,0.00000,0.00002
0.071710,-0.14477,-0.95713,9.46302,,-0.11900,0.03132,0.01072,1,1,0.99990,-0.00144,0.01401,0.00002,0.99488,0.10103,-0.01408,-0.10102,0.99478,0.00000,0.00002
0.088416,-0.14477,-0.93380,9.39841,,0.10850,-0.14368,-0.12053,1,1,0.99990,-0.00148,0.01406,0.00005,0.99488,0.10105,-0.01413,-0.10104,0.99478,0.00000,0.00005
0.105198,-0.00598,-0.98166,9.39961,,-0.18025,0.02257,0.00197,1,1,0.99990,-0.00147,0.01398,0.00005,0.99488,0.10102,-0.01405,-0.10101,0.99479,0.00000,0.00005
0.122024,-0.16869,-0.96730,9.39542,,-0.14525,0.03132,0.06322,1,1,0.99990,-0.00145,0.01399,0.00003,0.99489,0.10099,-0.01406,-0.10098,0.99479,0.00000,0.00003
0.138792,-0.12562,-0.94756,9.40140,,0.03850,-0.07368,-0.06803,1,1,0.99990,-0.00147,0.01400,0.00005,0.99489,0.10100,-0.01408,-0.10099,0.99479,0.00000,0.00005
0.148695,-0.14536,-0.96251,9.35354,,-0.07525,-0.24868,0.03697,1,1,0.99990,-0.00147,0.01405,0.00004,0.99489,0.10099,-0.01413,-0.10098,0.99479,0.00000,0.00004
0.165573,-0.14297,-0.97328,9.40678,,0.10850,0.11882,0.01947,1,1,0.99990,-0.00146,0.01403,0.00004,0.99488,0.10103,-0.01410,-0.10102,0.99478,0.00000,0.00004
0.182388,-0.15793,-0.93500,9.39602,,0.05600,0.00507,0.08947,1,1,0.99990,-0.00144,0.01404,0.00001,0.99488,0.10103,-0.01411,-0.10102,0.99478,0.00000,0.00001
0.199225,-0.02453,-0.97508,9.43729,,0.09975,0.18007,0.01947,1,1,0.99990,-0.00142,0.01393,0.00001,0.99488,0.10107,-0.01400,-0.10106,0.99478,0.00000,0.00001
0.215969,-0.14836,-0.94277,9.43071,,-0.01400,-0.01243,-0.11178,1,1,0.99990,-0.00146,0.01394,0.00004,0.99488,0.10106,-0.01401,-0.10104,0.99478,0.00000,0.00004
0.232887,-0.15194,-0.93559,9.33440,,-0.00525,-0.09993,-0.02428,1,1,0.99990,-0.00147,0.01398,0.00005,0.99488,0.10105,-0.01405,-0.10104,0.99478,0.00000,0.00005
0.244084,-0.03410,-0.94756,9.37089,,0.09975,-0.09118,0.24697,1,1,0.99990,-0.00141,0.01394,-0.00000,0.99488,0.10106,-0.01401,-0.10105,0.99478,0.00000,6.28318
0.262618,-0.27817,-0.95234,9.22613,,-0.06650,0.05757,-0.20803,1,1,0.99990,-0.00149,0.01401,0.00007,0.99488,0.10105,-0.01409,-0.10104,0.99478,0.00000,0.00007
0.273147,-0.15912,-0.96790,9.40918,,0.01225,-0.08243,0.11572,1,1,0.99990,-0.00147,0.01404,0.00004,0.99488,0.10106,-0.01412,-0.10105,0.99478,0.00000,0.00004
