0,5117,-5360,0,0,0
0.03017,-0.48993,-0.43370,9.45344,-0.57288,-0.88340,-0.05523,0.13571,-0.09988,0.18315
0.04582,-0.49711,-0.40379,9.38884,-0.56756,-0.88648,-0.05299,-0.03929,0.06637,-0.05310
0.06141,-0.50788,-0.42712,9.48575,-0.56756,-0.89124,-0.06699,-0.35429,0.12762,0.07815
0.07698,-0.50429,-0.42652,9.45344,-0.56980,-0.89124,-0.06699,0.28446,0.11887,0.13065
0.09260,-0.50249,-0.42652,9.45165,-0.56952,-0.88704,-0.06671,0.10071,-0.16988,0.13065
0.10805,-0.49890,-0.42652,9.40678,-0.56952,-0.88704,-0.06671,-0.09179,-0.06488,0.05190
0.12367,-0.52283,-0.43071,9.57249,-0.57176,-0.89208,-0.05187,-0.03929,0.00512,0.13940
0.13948,-0.49412,-0.41934,9.44327,-0.57092,-0.88480,-0.05929,-0.06554,0.13637,0.02565
0.15509,-0.47258,-0.41336,9.38764,-0.57092,-0.88480,-0.05929,0.05696,-0.01238,-0.04435
0.17070,-0.50489,-0.41755,9.38046,-0.56700,-0.89012,-0.06615,-0.12679,0.01387,-0.00935
0.18613,-0.51565,-0.43430,9.45344,-0.56700,-0.89012,-0.06615,0.15321,-0.00363,0.10440
0.20191,-0.49232,-0.44626,9.44686,-0.56560,-0.88480,-0.06447,-0.07429,0.18012,-0.07935
0.21753,-0.51864,-0.42832,9.41815,-0.56364,-0.88648,-0.06139,0.07446,-0.13488,0.00815
0.23313,-0.50548,-0.42114,9.39542,-0.56364,-0.88648,-0.06139,0.03946,0.19762,-0.00060
0.24876,-0.48694,-0.41276,9.34158,-0.56588,-0.88816,-0.05915,-0.03929,0.16262,0.09565
0.26420,-0.50668,-0.42832,9.41516,-0.56588,-0.88816,-0.05915,-0.20554,0.09262,0.04315
0.27983,-0.49651,-0.44626,9.44985,-0.56812,-0.88172,-0.06797,-0.00429,-0.09988,-0.05310
0.29564,-0.51206,-0.40199,9.41516,-0.56420,-0.89096,-0.07035,-0.20554,-0.19613,0.13940
0.31124,-0.49711,-0.40798,9.36072,-0.56420,-0.89096,-0.07035,0.07446,0.11887,0.06065
0.32686,-0.49831,-0.43908,9.42772,-0.56756,-0.88788,-0.06181,0.00446,0.11012,0.16565
0.34246,-0.49591,-0.40977,9.39003,-0.56756,-0.88788,-0.07091,0.20571,0.03137,0.00815
0.35790,-0.47198,-0.43669,9.39961,-0.56392,-0.88424,-0.07091,0.10946,-0.14363,-0.00935
0.37368,-0.50189,-0.42891,9.46840,-0.57540,-0.88424,-0.06349,-0.02179,0.05762,-0.11435
0.38931,-0.51386,-0.43071,9.40140,-0.57540,-0.88424,-0.06349,0.03071,-0.29238,-0.02685
0.40494,-0.49352,-0.43190,9.42114,-0.56448,-0.88452,-0.06531,-0.20554,0.30262,-0.15810
0.42054,-0.48215,-0.43190,9.42473,-0.56448,-0.89068,-0.06545,-0.00429,0.30262,0.13940
0.43600,-0.50429,-0.40618,9.42294,-0.56644,-0.89068,-0.06545,-0.00429,0.11887,0.09565
0.45177,-0.50070,-0.42891,9.39961,-0.57260,-0.88844,-0.06755,0.06571,0.00512,0.16565
0.46739,-0.50010,-0.40499,9.33320,-0.57260,-0.88844,-0.06755,-0.00429,-0.11738,0.12190
0.48302,-0.46241,-0.40439,9.45823,-0.57484,-0.88816,-0.07077,-0.06554,-0.14363,0.14815
0.49863,-0.51027,-0.40618,9.53181,-0.57540,-0.89292,-0.06825,0.14446,-0.05613,0.12190
0.51405,-0.48873,-0.44985,9.37328,-0.57540,-0.89292,-0.06825,-0.17929,-0.05613,0.09565
0.52969,-0.49771,-0.40259,9.38704,-0.57344,-0.88088,-0.06349,-0.10929,0.32887,0.12190
0.54546,-0.50369,-0.44387,9.46660,-0.57344,-0.88088,-0.06349,0.11821,0.05762,0.06940
